N	3gram	Tiupa_Narr_1	Dialekti
1	и т д	1	23
2	с точки зрения	1	14
3	тем не менее	3	10
4	что иное как	1	6
5	не может быть	4	6
6	о том что	2	5
7	сам по себе	1	5
8	само по себе	1	5
9	в самом деле	2	5
10	по крайней мере	1	5
11	подобно тому как	3	4
12	не отличается от	1	4
13	с одной стороны	1	3
14	как и в	1	3
15	и не только	1	3
16	сами по себе	2	3
17	на то что	2	3
18	в том что	5	3
19	то что мы	1	3
20	ничего не говорит	1	3
21	мы не можем	1	2
22	точно так же	1	2
23	мы не видим	1	2
24	тем более не	1	2
25	с другой стороны	1	2
26	из того что	1	2
27	к тому что	1	2
28	и то же	2	2
29	в зависимости от	2	2
30	он не может	1	2
31	той или иной	4	2
32	при условии что	1	2
33	как и все	1	2
34	одно и то	2	2
35	во всяком случае	2	2
36	к тому же	5	2
37	он и не	1	1
38	своей точки зрения	1	1
39	чем иным как	2	1
40	на самом деле	1	1
41	связи с этим	1	1
42	речь идет о	3	1
43	и даже не	1	1
44	из этих двух	2	1
45	быть не только	1	1
46	бы то ни	1	1
47	жизни и смерти	1	1
48	что каждый из	1	1
49	с той или	1	1
50	и в то	1	1
51	друг на друга	2	1
52	потому что в	1	1
53	в конечном счете	1	1
54	до сих пор	2	1
55	то ни было	1	1
56	все что было	1	1
57	точки зрения в	1	1
58	вовсе еще не	1	1
59	собственно говоря и	1	1
60	то же самое	2	1
61	и как бы	1	1
62	оно и не	1	1
63	но и самого	1	1
64	внимание на то	2	1
65	только потому что	1	1
66	не мог бы	1	1
67	со своей точки	1	1
68	можно свести к	1	1
69	более или менее	1	1
70	в то же	4	1
71	одна и та	1	1
72	в связи с	2	1
73	содержит в себе	1	1
74	то же время	4	1
75	что у него	1	1
76	не о том	1	1
77	и не может	1	1
78	и та же	1	1
79	же как и	1	1
80	в этом отношении	3	1
81	не смог бы	1	1
82	в ней не	1	1
83	перед нами не	2	1
84	в данном случае	8	1
