N	4gram	Propp_Isto_6	Psycholo
1	одно и то же	1	3
2	не что иное как	1	2
3	мы сейчас увидим что	1	2
4	с одной стороны и	1	1
5	до сих пор не	1	1
6	ссылается на то что	1	1
7	о котором говорится что	1	1
8	не только то что	1	1
9	с этой точки зрения	1	1
10	с одной стороны он	1	1
11	в том что он	1	1
12	и т д мы	1	1
13	так же как и	1	1
14	с другой стороны он	2	1
15	но вместе с тем	1	1
16	но как только мы	1	1
17	что между героем и	1	1
18	мы с одной стороны	1	1
19	в то время как	3	1
20	состоят в том что	1	1
