N	4gram	Potebnia_M_1	Dialekti
1	не что иное как	2	6
2	д и т д	1	5
3	с этой точки зрения	1	2
4	не говоря уже о	1	2
5	уже о том что	1	1
6	с одной стороны и	1	1
7	и с этой точки	1	1
8	в то же время	3	1
9	тем не менее в	1	1
10	в таком виде что	1	1
11	одной и той же	3	1
12	и в том что	1	1
13	в том смысле что	1	1
14	и т д не	1	1
15	бы то ни было	1	1
16	говоря уже о том	1	1
17	возможно только тогда когда	2	1
18	с точки зрения истории	1	1
19	мира так что в	1	1
20	в таком случае эта	1	1
21	в том что все	1	1
22	или по крайней мере	1	1
23	и с этой стороны	1	1
