N	4gram	Vinokur_St_1	Formalny
1	в то же время	4	8
2	но в то же	2	2
3	во что бы то	1	2
4	бы то ни стало	1	2
5	с точки зрения их	2	2
6	что бы то ни	1	2
7	в том числе и	2	1
8	и в то же	1	1
9	но ведь на самом	1	1
10	как и всякая иная	1	1
11	произведений с точки зрения	1	1
12	и т п на	1	1
13	ведь на самом деле	1	1
14	для этого прежде всего	1	1
15	не говоря уже о	1	1
16	только с точки зрения	1	1
17	не может быть и	1	1
18	что и в этом	1	1
19	и т п в	3	1
20	том отношении что они	2	1
21	на самом деле оно	1	1
22	то же время не	1	1
23	в том отношении что	2	1
