N	3gram	Bakhtin_Fr_3	EvropaiC
1	в том что	1	16
2	до сих пор	4	12
3	по отношению к	2	10
4	с точки зрения	1	8
5	мы знаем что	1	7
6	на самом деле	3	7
7	для того чтобы	3	6
8	по сравнению с	2	5
9	о том что	2	4
10	с другой стороны	1	4
11	может быть и	1	4
12	в этом случае	1	4
13	сих пор не	1	4
14	не может быть	2	4
15	заключается в том	1	3
16	в том же	2	3
17	в настоящее время	1	3
18	не подлежит сомнению	1	3
19	в связи с	4	3
20	в данном случае	2	3
21	в то же	6	2
22	бы то ни	1	2
23	в вопросе о	1	2
24	как и в	2	2
25	то ни было	1	2
26	и все что	2	2
27	каждый из этих	1	2
28	между этими двумя	1	2
29	но все же	1	2
30	во всех этих	1	2
31	только то что	1	2
32	то же время	6	2
33	как и все	3	2
34	во всяком случае	1	2
35	в свою очередь	1	2
36	в высшей степени	1	1
37	и культуры в	1	1
38	с самого начала	1	1
39	во всех отношениях	1	1
40	между тем как	1	1
41	одной и той	2	1
42	в том числе	3	1
43	мы уже говорили	3	1
44	мы видели что	1	1
45	общества и в	1	1
46	как мы знаем	1	1
47	мы уже сказали	1	1
48	таким образом и	1	1
49	это может быть	1	1
50	вместе с ними	1	1
51	дело в том	1	1
52	культуры между тем	1	1
53	и не может	1	1
54	за то что	1	1
55	сих пор еще	1	1
56	на ноги и	1	1
57	вместо того чтобы	1	1
58	и той же	2	1
59	быть и не	1	1
60	для этой цели	1	1
61	была у него	1	1
62	но не подлежит	1	1
63	смысле этого слова	1	1
64	как мы видели	2	1
65	мы видим что	1	1
66	нет и не	1	1
67	все то что	2	1
68	том числе и	2	1
69	они не могут	1	1
70	ко всем этим	1	1
71	те же самые	1	1
72	лежит представление о	1	1
73	но для этого	1	1
74	свидетельствует о том	1	1
75	и в другом	1	1
76	всех отношениях лучше	1	1
77	уже говорили что	1	1
78	что они не	1	1
