N	4gram	Losev_Dial_3	Analitik
1	в то же время	1	6
2	не что иное как	6	4
3	есть не что иное	3	3
4	бы то ни было	1	3
5	ни в коем случае	3	2
6	в коем случае не	3	2
7	не может быть ни	1	1
8	с этой точки зрения	2	1
9	субъекта и объекта и	1	1
10	мы имеем в виду	1	1
11	ни на что не	1	1
12	одно и то же	2	1
13	не о том что	1	1
14	одной и той же	1	1
15	с той или иной	1	1
16	в такой же мере	1	1
17	но о том что	1	1
18	коем случае не есть	2	1
19	одна и та же	1	1
20	не говоря уже о	2	1
21	который не может быть	1	1
