N	3gram	Tiupa_Lite_2	Dialekti
1	с точки зрения	3	12
2	в том что	5	7
3	в то же	9	4
4	то же время	9	4
5	с другой стороны	4	4
6	ни с какой	1	4
7	и то же	2	4
8	можно было бы	1	4
9	одно и то	2	4
10	по крайней мере	2	4
11	не имеет ничего	1	3
12	в конце концов	1	3
13	имеет ничего общего	1	3
14	ничего общего с	1	3
15	только то что	1	3
16	той или иной	1	3
17	не может быть	7	3
18	о том что	2	2
19	с одной стороны	6	2
20	и в то	1	2
21	и т п	2	2
22	к тому что	1	2
23	на самом деле	1	2
24	в этом отношении	3	2
25	что он не	1	2
26	одной стороны и	1	2
27	в данный момент	1	1
28	а в том	1	1
29	жизни и в	1	1
30	чего и что	1	1
31	для того кто	1	1
32	и мы пошли	1	1
33	из того что	1	1
34	ничего такого чего	1	1
35	мы имеем дело	1	1
36	однако это не	1	1
37	но это и	1	1
38	тех или иных	1	1
39	она уже не	1	1
40	так что видно	1	1
41	это и не	1	1
42	все равно с	1	1
43	то же самое	1	1
44	я не могу	1	1
45	вместе с ним	1	1
46	может быть названа	1	1
47	а не с	1	1
48	в последнем случае	1	1
49	никогда не бывает	1	1
50	в сравнении с	2	1
51	и даже в	1	1
52	так что уже	1	1
53	и вовсе не	1	1
54	в том чтобы	3	1
55	для того чтобы	1	1
56	что же касается	1	1
57	во всех этих	1	1
58	тем не менее	2	1
59	традиции еще не	1	1
60	но даже и	1	1
61	не в том	1	1
