N	4gram	Vinokur_Ku_2	Problema
1	и тем не менее	4	3
2	не сам по себе	1	2
3	не что иное как	1	2
4	в то время как	1	2
5	только в том что	1	2
6	не только в том	1	2
7	есть не что иное	1	2
8	также и то что	1	1
9	ни в научном ни	1	1
10	в научном ни в	1	1
11	можно было бы сказать	1	1
12	в том что мы	1	1
13	заключается в том что	1	1
14	и т д и	1	1
15	так по крайней мере	1	1
16	одном и том же	1	1
17	ни за что не	1	1
18	в одном и том	1	1
19	можно ли сказать что	1	1
20	бы то ни было	1	1
21	с этой точки зрения	2	1
22	в том смысле как	1	1
23	не говоря уже о	2	1
24	дело в том что	1	1
25	по крайней мере об	1	1
26	т д и т	1	1
