1	в том что	9	17
2	о том что	3	11
3	для того чтобы	3	10
4	и т п	3	9
5	с точки зрения	4	8
6	до сих пор	1	7
7	в этом отношении	2	7
8	во всяком случае	1	6
9	в данном случае	2	6
10	с другой стороны	2	6
11	не может быть	16	5
12	в самом деле	2	5
13	то же время	6	4
14	не только в	1	4
15	того или иного	3	4
16	в то же	8	4
17	только в том	1	3
18	ставит себе целью	1	3
19	то или иное	1	3
20	по отношению к	5	3
21	что же касается	1	3
22	и в самом	1	3
23	по меньшей мере	1	3
24	в том числе	3	2
25	в равной мере	1	2
26	на вопрос о	1	2
27	имеем дело с	3	2
28	да и в	1	2
29	но и в	2	2
30	как и в	1	2
31	том числе и	1	2
32	но в то	2	2
33	по крайней мере	1	2
34	на точку зрения	1	2
35	во втором случае	1	2
36	не в том	3	2
37	мере в какой	2	2
38	с одной стороны	3	2
39	в свое время	2	2
40	дело не в	1	2
41	в той же	1	2
42	как будто бы	1	1
43	говоря уже о	1	1
44	виде в каком	1	1
45	а с другой	1	1
46	как могло бы	1	1
47	как к чему-то	1	1
48	и в тексте	1	1
49	и не может	4	1
50	к тому что	1	1
51	но то что	1	1
52	в той или	3	1
53	бы то ни	3	1
54	быть не может	3	1
55	не должен быть	2	1
56	той мере в	2	1
57	поставить под сомнение	1	1
58	в этом смысле	1	1
59	в какой-то степени	1	1
60	еще не означает	1	1
61	я никогда не	1	1
62	в то что	1	1
63	же время оно	1	1
64	той же мере	1	1
65	также и в	1	1
66	может быть ни	1	1
67	и та и	1	1
68	сами по себе	2	1
69	в том чтобы	7	1
70	в зависимости от	1	1
71	не говоря уже	1	1
72	смысле этого слова	1	1
73	в отдельных случаях	1	1
74	в соответствии с	1	1
75	что то что	1	1
76	в том и	2	1
77	по этому пути	1	1
78	можно сказать не	1	1
79	и таким образом	1	1
80	текста и его	1	1
81	той или иной	6	1
82	а вовсе не	1	1
83	та и другая	1	1
84	дело не только	1	1
85	в том случае	1	1
86	том что он	2	1
87	могло бы показаться	1	1
88	мы имеем дело	4	1
89	мысль о том	1	1
90	я не могу	1	1
91	в результате которой	1	1
92	далеко не все	1	1
93	в том же	1	1
94	как и во	1	1
95	о том как	1	1
96	в той мере	2	1
97	а не в	3	1
98	и не в	4	1
99	произведения в том	1	1
