N	4gram	Losev_Prob_1	Mirosoze
1	не что иное как	2	3
2	есть не что иное	2	3
3	так же как и	1	3
4	чувств только самых гадких	1	1
5	самых гадких и глупых	1	1
6	моих мыслей и чувств	1	1
7	стороны моих мыслей и	1	1
8	только самых гадких и	1	1
9	мыслей и чувств только	1	1
10	только одной впрочем моей	1	1
11	и чувств только самых	1	1
12	и должно быть в	1	1
13	впрочем моей стороны моих	1	1
14	моей стороны моих мыслей	1	1
15	воплощение меня самого только	1	1
16	и во многих других	1	1
17	в записках из подполья	1	1
18	а может быть и	1	1
19	одной впрочем моей стороны	1	1
20	есть знак того что	1	1
21	можно ли сказать что	2	1
22	не сам по себе	1	1
23	самого только одной впрочем	1	1
24	меня самого только одной	1	1
