N	3gram	Propp_Isto_4	slovoVRo
1	в узком смысле	1	10
2	в большинстве случаев	1	6
3	и т д	24	5
4	с другой стороны	4	4
5	и в особенности	1	4
6	так и в	2	3
7	в зависимости от	1	3
8	в данном случае	3	3
9	до сих пор	5	2
10	одновременно и в	1	2
11	в другом случае	2	2
12	к тому что	1	2
13	то время как	1	2
14	и не может	1	2
15	и то же	1	2
16	в то время	1	2
17	в широком смысле	1	2
18	не только в	2	2
19	не могут быть	1	2
20	может быть только	1	2
21	в других случаях	1	2
22	в этом случае	3	2
23	одно и то	1	2
24	о том что	2	1
25	в виду не	1	1
26	в нем самом	1	1
27	поэтического творчества а	1	1
28	но и по	1	1
29	и заставляет их	1	1
30	не только по	1	1
31	как и в	1	1
32	можно сказать что	1	1
33	может быть и	1	1
34	при этом превращается	1	1
35	могут быть привлечены	1	1
36	на задний план	2	1
37	не может быть	4	1
38	он может быть	1	1
39	там где нет	1	1
40	за тридевять земель	1	1
41	не было никакого	1	1
42	свою связь с	1	1
43	как мы видим	1	1
44	не могло быть	1	1
45	мы имеем в	2	1
46	в меньшей степени	1	1
47	одни и те	1	1
48	как мы видели	3	1
49	мы видим что	1	1
50	заставляет их служить	1	1
51	у него есть	1	1
52	но и в	1	1
53	и те же	1	1
54	во всех этих	1	1
55	тем не менее	2	1
56	если бы мы	1	1
57	только в одном	1	1
58	здесь перед нами	1	1
