N	4gram	Losev_Dial_1	Myshleni
1	в то время как	1	5
2	одной и той же	1	3
3	несмотря на то что	2	2
4	когда мы говорим что	1	2
5	друг к другу как	1	2
6	не с точки зрения	2	1
7	на самом деле не	1	1
8	была бы невозможна никакая	1	1
9	не содержат в себе	1	1
10	можно было бы показать	1	1
11	это не значит что	1	1
12	не что иное как	1	1
13	друг с другом в	1	1
14	в связи с этим	1	1
15	в этом и заключается	1	1
16	с точки зрения своей	1	1
17	ясным и убедительным если	1	1
18	заключается только в том	1	1
19	есть не что иное	1	1
