N	4gram	Tiupa_Anal_1	Myshleni
1	один и тот же	1	7
2	одно и то же	1	6
3	одного и того же	2	5
4	одной и той же	1	4
5	с этой точки зрения	1	4
6	одни и те же	1	3
7	состоит в том что	3	3
8	у одного и того	1	2
9	в том числе и	1	2
10	только в том что	1	2
11	в самом деле как	1	1
12	одна и та же	1	1
13	связи и отношения между	1	1
14	в собственном смысле слова	1	1
15	это означает что в	1	1
16	в истинном значении этого	1	1
17	тех или иных элементов	1	1
18	мы имеем дело с	3	1
19	бы то ни было	3	1
20	в том случае если	1	1
21	истинном значении этого слова	1	1
22	в такой же мере	1	1
23	том виде в каком	1	1
24	не говоря уже о	1	1
25	в том что он	2	1
26	не что иное как	4	1
27	собой не что иное	1	1
28	в том виде в	1	1
