N	2gram	Voloshinov_1	FransuaR
1	и в	3	65
2	и не	1	22
3	и на	1	11
4	но и	1	10
5	не только	1	10
6	в его	1	9
7	точки зрения	1	7
8	в ней	1	6
9	может быть	1	6
10	и все	1	5
11	для него	1	5
12	связи с	1	4
13	не может	4	3
14	конечно и	1	3
15	в системе	1	3
16	с точки	1	3
17	его от	1	2
18	вполне понятно	1	2
19	во второй	1	2
20	к тому	1	2
21	из этих	1	2
22	нет и	1	2
23	в особенности	1	2
24	мы видим	1	2
25	несмотря на	1	2
26	лежащие в	1	2
27	бы в	1	1
28	же время	1	1
29	тех же	1	1
30	без учета	1	1
31	он в	1	1
32	и больше	1	1
33	не из	1	1
34	самых первых	1	1
35	литературного языка	1	1
36	то же	1	1
37	в то	1	1
38	и заставляет	1	1
39	один из	2	1
40	так называемая	1	1
41	или иными	1	1
42	в языке	1	1
43	теми или	1	1
44	а не	1	1
45	произведения но	1	1
46	грамматических категорий	1	1
47	не менее	1	1
48	на примере	1	1
