N	4gram	Vygotskiy__4	formyVre
1	одного и того же	5	5
2	одно и то же	6	3
3	как мы уже говорили	2	3
4	с нашей точки зрения	2	3
5	в том числе и	2	2
6	с одной стороны и	2	2
7	как мы уже указывали	1	2
8	одних и тех же	1	2
9	так же как и	4	2
10	но для того чтобы	1	2
11	в то время как	1	2
12	одну и ту же	1	1
13	между этими двумя моментами	1	1
14	приходит к выводу что	1	1
15	но вместе с тем	2	1
16	все более и более	2	1
17	в своем дальнейшем развитии	1	1
18	когда мы говорим о	1	1
19	в том что в	1	1
20	одном и том же	1	1
