N	3gram	Vinokur_Ku_2	Istorich
1	и т д	14	24
2	так же как	2	12
3	мы знаем что	2	7
4	и то что	1	5
5	точно так же	3	5
6	до сих пор	1	5
7	с другой стороны	7	4
8	но все же	2	4
9	не может быть	4	4
10	что иное как	1	3
11	т е в	1	3
12	в этом случае	2	3
13	на то что	2	3
14	не что иное	1	3
15	как мы видели	1	3
16	в данном случае	1	3
17	по сравнению с	1	3
18	в таких случаях	2	2
19	о том что	1	2
20	т е к	1	2
21	тем что он	2	2
22	в другом случае	1	2
23	поставить вопрос о	2	2
24	смысле этого слова	1	2
25	мы видели выше	1	2
26	дает нам право	1	2
27	не только в	4	2
28	на этот вопрос	2	2
29	в связи с	3	2
30	после того как	1	2
31	тем не менее	5	2
32	в узком смысле	2	1
33	все те же	1	1
34	в виду не	1	1
35	не потому что	1	1
36	мы должны признать	1	1
37	представить себе что	1	1
38	а не просто	1	1
39	т д или	1	1
40	точно таким же	1	1
41	что же это	1	1
42	в большинстве случаев	1	1
43	это дает нам	1	1
44	таким же образом	1	1
45	в иных случаях	1	1
46	только тогда когда	1	1
47	обращается к нему	1	1
48	потому что я	1	1
49	т д в	1	1
50	к тому что	1	1
51	и не только	1	1
52	как и в	1	1
53	можно сказать что	2	1
54	это своего рода	1	1
55	широком смысле этого	2	1
56	что дело не	1	1
57	потому что у	1	1
58	что он не	1	1
59	от того кто	1	1
60	тот ни другой	1	1
61	но он не	1	1
62	он уже не	1	1
63	знает что он	1	1
64	и с этой	1	1
65	только что на	1	1
66	в то время	1	1
67	не имеет никакого	1	1
68	ничего общего с	1	1
69	совершенно ясно что	1	1
70	в связь с	1	1
71	и в других	1	1
72	т е как	1	1
73	в широком смысле	2	1
74	и в очень	1	1
75	не могут быть	1	1
76	может быть только	2	1
77	указывает на это	1	1
78	ни тот ни	1	1
79	вместе с тем	2	1
80	возможно что в	1	1
81	есть не что	1	1
82	хотя бы на	1	1
83	в зависимости от	4	1
84	относится к разряду	1	1
85	может быть и	1	1
86	то время как	1	1
87	в его распоряжении	1	1
88	мы имеем здесь	1	1
89	не в том	1	1
90	потому что он	2	1
91	легко заметить что	1	1
