N	3gram	Ircho_Kome_1	Psycholo
1	на то что	2	12
2	в том что	9	11
3	для того чтобы	1	8
4	то же самое	2	8
5	с самого начала	1	6
6	с одной стороны	3	5
7	и т п	5	5
8	с другой стороны	5	5
9	до сих пор	2	5
10	о которых мы	1	5
11	и т д	4	4
12	о том что	3	3
13	в одном плане	1	3
14	речь идет о	3	3
15	потому что они	1	2
16	смысле этого слова	1	2
17	к тому что	1	2
18	он не мог	1	2
19	что у него	1	2
20	вместе с тем	1	2
21	как мы видели	1	2
22	одного из них	1	2
23	по аналогии с	1	2
24	то время как	4	2
25	во всяком случае	2	2
26	в данном случае	1	2
27	в то время	5	2
28	подобно тому как	1	1
29	и тот же	1	1
30	до самого конца	2	1
31	на то чтобы	1	1
32	что в действительности	1	1
33	все что она	1	1
34	не заметить что	1	1
35	и здесь мы	1	1
36	не мог бы	1	1
37	в той же	1	1
38	но и не	1	1
39	в первой половине	2	1
40	конечно в высшей	1	1
41	каждый из них	2	1
42	к тому же	5	1
43	а между тем	1	1
44	чаще всего в	1	1
45	во всех отношениях	1	1
46	бросается в глаза	1	1
47	что он не	1	1
48	совершенно очевидно что	1	1
49	состоит в том	1	1
50	можно было бы	1	1
51	в разговоре с	1	1
52	только что в	1	1
53	еще при жизни	1	1
54	каждого из этих	1	1
55	что одна из	1	1
56	в отличие от	1	1
57	более или менее	1	1
58	как один из	1	1
59	что она могла	1	1
60	до высшей точки	1	1
61	с этим и	1	1
62	том что они	1	1
63	т п уже	1	1
64	в зависимости от	1	1
65	что под этим	1	1
66	в тех случаях	1	1
67	в этом отношении	3	1
68	в предисловии к	1	1
69	в высшей степени	1	1
70	в применении к	1	1
71	как это ясно	1	1
72	вызвать у читателя	1	1
73	этой точки зрения	1	1
74	наш поэт был	1	1
75	с этой точки	1	1
76	это вовсе не	1	1
