N	3gram	Tiupa_Narr_1	Psycholo
1	для того чтобы	3	19
2	на то что	2	16
3	в том что	5	14
4	с одной стороны	1	12
5	в сущности говоря	1	8
6	к тому что	1	6
7	в зависимости от	2	6
8	о том что	2	6
9	в самом деле	2	5
10	с другой стороны	1	5
11	до сих пор	2	5
12	заключает в себе	2	4
13	а с другой	1	4
14	и как бы	1	4
15	сам по себе	1	3
16	друг с другом	1	3
17	из того что	1	3
18	так как это	1	3
19	то же самое	2	3
20	и то же	2	3
21	и т д	1	3
22	и то что	1	3
23	в этом отношении	3	3
24	одно и то	2	3
25	то что мы	1	2
26	можно сказать что	2	2
27	о смерти он	1	2
28	может быть и	1	2
29	потому что в	1	2
30	и того же	1	2
31	на самом деле	1	2
32	в отличие от	2	2
33	не только в	6	2
34	одного и того	1	2
35	сами по себе	2	2
36	той или иной	4	2
37	и в самом	1	2
38	что иное как	1	2
39	с точки зрения	1	2
40	друг от друга	1	2
41	само по себе	1	2
42	в данном случае	8	2
43	состоит в том	2	2
44	не может быть	4	2
45	не то что	1	1
46	мы не можем	1	1
47	то что не	1	1
48	и тот же	1	1
49	только потому что	1	1
50	в первой главе	1	1
51	в том случае	1	1
52	потому что на	1	1
53	жизни но и	1	1
54	жизни и смерти	1	1
55	в том именно	1	1
56	что она в	1	1
57	один и тот	1	1
58	которое никак не	1	1
59	до известной степени	1	1
60	в последних словах	1	1
61	в ответ на	1	1
62	и ему не	1	1
63	имеем дело с	2	1
64	обратим внимание на	1	1
65	ни одна из	1	1
66	как если бы	2	1
67	как один из	1	1
68	в частности в	1	1
69	что один из	1	1
70	во времени и	6	1
71	ни о чем	1	1
72	речь идет о	3	1
73	по отношению к	3	1
74	не мог бы	1	1
75	более или менее	1	1
76	не могло быть	1	1
77	но еще не	1	1
78	в нашем сознании	1	1
79	и т.п и	2	1
80	едва ли не	1	1
81	в русской литературе	1	1
82	то что даже	1	1
83	в конечном счете	1	1
84	его жизни но	1	1
85	каждого из нас	1	1
86	именно в этом	1	1
87	том что именно	1	1
88	же как и	1	1
89	а стало быть	1	1
90	дело в том	2	1
91	что у него	1	1
92	и все же	2	1
93	в себе два	1	1
94	мы имеем дело	2	1
95	это могло бы	1	1
96	только то что	1	1
97	в свою очередь	2	1
98	по крайней мере	1	1
99	бы перед нами	1	1
100	отдельного слова в	1	1
