N	3gram	Bakhtin_Fr_7	Vladivir
1	в том что	3	10
2	о том что	1	8
3	а также и	1	6
4	с точки зрения	3	6
5	в конце концов	4	5
6	к тому же	1	5
7	и в этом	1	5
8	дело в том	2	5
9	более или менее	2	5
10	содержит в себе	1	4
11	у него в	1	4
12	в этом смысле	1	3
13	в то же	9	3
14	никакого отношения к	1	3
15	в году в	1	3
16	и в его	2	3
17	то что в	2	3
18	и в отношении	1	3
19	как мы видели	4	3
20	во всяком случае	1	3
21	то есть о	2	2
22	сам по себе	1	2
23	в это время	1	2
24	и в том	1	2
25	в своем учении	1	2
26	своем учении о	1	2
27	свидетельствует о том	1	2
28	на первый план	1	2
29	что в этом	1	2
30	имеет ничего общего	1	2
31	ничего общего с	1	2
32	к нему и	1	2
33	на самом же	1	2
34	в этом отношении	2	2
35	есть прежде всего	1	2
36	в связи с	1	2
37	то же время	9	2
38	самом же деле	1	2
39	не имеет ничего	1	2
40	в данном случае	1	2
41	для него это	1	1
42	это и есть	1	1
43	вовсе не являются	1	1
44	с самого начала	1	1
45	в том же	1	1
46	в том числе	4	1
47	конечно ни в	1	1
48	и не в	1	1
49	к которой он	1	1
50	тем что в	1	1
51	а следовательно и	2	1
52	все эти бесконечные	1	1
53	никогда не имел	1	1
54	в виду вовсе	1	1
55	так что в	1	1
56	виду вовсе не	1	1
57	потому что сам	1	1
58	как и его	1	1
59	и влияние на	1	1
60	все дело в	1	1
61	с тем что	1	1
62	есть не только	1	1
63	то же самое	1	1
64	мы уже знаем	1	1
65	можно было бы	2	1
66	все то что	3	1
67	не что иное	1	1
68	в связи со	1	1
69	не только в	1	1
70	то есть через	1	1
71	что в нем	1	1
72	что иное как	1	1
73	о которой мы	1	1
74	не может иметь	1	1
75	уже знаем что	1	1
76	мы видим что	1	1
77	выходит за пределы	1	1
78	в том и	1	1
79	и вся эта	1	1
80	потому что он	1	1
81	имел в виду	1	1
82	мы уже видели	2	1
83	по этому поводу	1	1
84	о том как	2	1
