N	3gram	Propp_Isto_1	FransuaR
1	в том что	4	6
2	большей или меньшей	2	4
3	до сих пор	5	4
4	в средние века	1	4
5	в отличие от	2	4
6	в большей или	1	4
7	в этом отношении	1	3
8	на самом же	1	3
9	самом же деле	1	3
10	и др но	1	2
11	в большинстве случаев	4	2
12	в это время	1	2
13	со второй половины	1	2
14	этот вопрос мы	2	2
15	в своей книге	1	2
16	средние века и	1	2
17	в значительной степени	1	2
18	но все же	3	2
19	но и в	2	2
20	дело в том	3	2
21	на этот вопрос	2	2
22	с одной стороны	4	2
23	можно говорить о	1	1
24	в этом утверждении	1	1
25	не могут быть	1	1
26	в нашем исследовании	1	1
27	в одном из	1	1
28	это так называемая	1	1
29	но все это	1	1
30	сказать что и	1	1
31	друг с другом	3	1
32	именно потому что	1	1
33	до известной степени	1	1
34	сводится к тому	1	1
35	с другой стороны	5	1
36	это конечно не	2	1
37	это приводит к	1	1
38	к тому же	1	1
39	его отношения к	1	1
40	но в то	1	1
41	так и с	1	1
42	проник и в	1	1
43	по отношению к	3	1
44	в одном месте	2	1
45	отдельных мотивов и	1	1
46	мы будем называть	2	1
47	и в нем	1	1
48	чем иным как	1	1
49	так например в	4	1
50	в своем развитии	1	1
51	не только в	1	1
52	в них как	1	1
53	и в области	1	1
54	быть правильно поставлена	1	1
55	сами по себе	1	1
56	до наших дней	1	1
57	может быть только	1	1
58	в связи с	3	1
59	в меньшей степени	1	1
60	к тому чтобы	1	1
61	и многие другие	1	1
62	мы видим что	8	1
63	оно все же	1	1
64	не чем иным	1	1
65	тех или иных	1	1
66	для того чтобы	1	1
67	на них мы	1	1
68	никогда не может	1	1
69	никогда не остается	1	1
70	только в пределах	1	1
71	не может быть	7	1
