N	4gram	Propp_Morf_1	Istorich
1	и т д все	1	3
2	в то время как	3	3
3	избушка на курьих ножках	1	3
4	не покидать высока терема	1	3
5	сказки так тесно связаны	1	2
6	бы то ни было	2	2
7	начинается с того что	2	2
8	и тем не менее	1	2
9	вход в иное царство	1	2
10	в руки героя попадает	2	2
11	отправку героя из дома	1	2
12	мы видим что сказка	1	1
13	ни одной из приведенных	1	1
14	и т д он	2	1
15	таким образом мы видим	3	1
16	что в руки героя	1	1
17	образом мы видим что	3	1
18	в тот момент когда	1	1
19	после чего следует бегство	1	1
20	но если это так	2	1
21	покидать жену на чужих	1	1
22	указанием на то что	1	1
23	форму отлучки представляет собой	1	1
24	связь сказки с религией	1	1
25	не ходи со двора	1	1
26	мы видим что в	1	1
27	приводит к тому что	1	1
28	братца не ходи со	1	1
29	отлучки представляет собой смерть	1	1
30	и т д иногда	1	1
31	на работу аф надо	1	1
32	на чужих руках уезжает	1	1
33	в связи с изучением	1	1
34	береги братца не ходи	1	1
35	усиленную форму отлучки представляет	1	1
36	покидать высока терема и	1	1
37	герой берет с собой	1	1
38	руки героя попадает волшебное	1	1
39	если это так то	1	1
40	много князь ее уговаривал	1	1
41	в иное царство и	1	1
42	жену на чужих руках	1	1
43	в дальний путь покидать	1	1
44	к ложным заключениям несмотря	1	1
45	ложным заключениям несмотря на	1	1
46	уже не может быть	1	1
47	представляет собой смерть родителей	1	1
48	на коне или на	1	1
49	работу аф надо было	1	1
50	ехать в дальний путь	1	1
51	так тесно связаны между	1	1
52	путь покидать жену на	1	1
53	руках уезжает он купец	1	1
54	это не значит что	2	1
55	придется поставить вопрос как	1	1
56	случайных встречных и т	1	1
57	в тех же формах	4	1
58	в основе очень многих	1	1
59	князю ехать в дальний	1	1
60	высока терема и пр	1	1
61	тесно связаны между собою	1	1
62	выше было указано что	1	1
63	и т д они	2	1
64	встречных и т д	1	1
65	как мы увидим ниже	3	1
66	чужих руках уезжает он	1	1
67	чего следует бегство и	1	1
68	дальний путь покидать жену	1	1
69	т д все эти	1	1
70	так называемой финской школы	1	1
