N	4gram	Voloshinov_2	Problema
1	не говоря уже о	1	4
2	с одной стороны и	2	3
3	не что иное как	1	3
4	уже с самого начала	1	2
5	в том числе и	1	2
6	уже о том что	1	1
7	но тем не менее	1	1
8	говоря уже о том	1	1
9	в той или иной	3	1
10	на тот или иной	1	1
11	может быть и более	1	1
12	тем не менее в	1	1
13	и не может быть	1	1
14	в точном смысле слова	1	1
15	бы то ни было	4	1
16	а может быть и	1	1
17	на самом же деле	3	1
18	можно прямо сказать что	1	1
19	у нас не будет	1	1
20	ни в какой мере	1	1
21	несмотря на то что	1	1
22	с нашей точки зрения	2	1
23	все более и более	2	1
24	свидетельствует о том что	1	1
25	же в таком случае	1	1
26	одним и тем же	2	1
27	в обычном смысле слова	1	1
28	в какой мере не	1	1
29	какой бы то ни	2	1
