1	есть не что иное	1	4
2	на самом же деле	1	4
3	не что иное как	1	4
4	в то время как	3	4
5	и тем не менее	2	3
6	бы то ни было	2	3
7	дело в том что	2	2
8	это не значит что	1	1
9	все дело в том	1	1
10	является не чем иным	1	1
11	если это так то	1	1
12	но если это так	1	1
13	здесь можно было бы	1	1
14	в том что и	1	1
15	т д все это	1	1
16	само по себе не	1	1
17	до сих пор мы	2	1
18	к тому или иному	1	1
19	мы уже видели что	1	1
20	только в связи с	1	1
21	прежде всего мы должны	1	1
22	и т д все	3	1
23	сказать что и в	1	1
24	не содержат в себе	1	1
25	указанием на то что	1	1
26	так же как и	1	1
27	если бы мы захотели	1	1
28	ответ на этот вопрос	1	1
29	не сами по себе	1	1
30	сих пор мы рассматривали	1	1
31	не чем иным как	1	1
