N	4gram	Propp_Isto_3	Morfolog
1	как мы увидим ниже	1	3
2	в этом случае не	1	3
3	таким образом мы видим	1	2
4	образом мы видим что	1	2
5	и т д в	1	2
6	состоит в том что	2	2
7	и т д как	1	2
8	в тех случаях когда	1	2
9	в то время как	2	2
10	до сих пор не	1	1
11	мы видим что в	1	1
12	в иное царство и	1	1
13	то же можно сказать	1	1
14	и т д этим	1	1
15	в связи с изучением	2	1
16	в тех сказках где	1	1
17	не что иное как	3	1
18	и т д отсюда	1	1
19	и т д здесь	1	1
20	может быть разрешен только	1	1
21	прибывает домой или в	1	1
22	сказка в целом не	2	1
23	может быть поставлен вопрос	2	1
24	видит портрет необычайной красавицы	1	1
25	же можно сказать о	1	1
26	мы уже видели выше	2	1
27	есть не что иное	1	1
28	живой и мертвой водой	1	1
