1	то же время	9	7
2	в то же	9	7
3	в отличие от	2	5
4	в этом отношении	5	5
5	к тому же	2	5
6	в данном случае	2	4
7	по отношению к	1	4
8	в том что	6	4
9	о том что	1	4
10	в том числе	4	3
11	с точки зрения	2	3
12	не может быть	2	3
13	и в частности	1	2
14	но и не	1	2
15	то же самое	2	2
16	том числе и	2	2
17	той или иной	1	2
18	в самом деле	1	2
19	и в самом	1	2
20	не только для	2	1
21	одним из первых	1	1
22	в самом начале	1	1
23	то что в	1	1
24	в той или	1	1
25	данном случае не	1	1
26	хотя и не	1	1
27	что иное как	1	1
28	а вслед за	1	1
29	произведение в целом	1	1
30	вообще не знает	1	1
31	не что иное	1	1
32	тем не менее	1	1
33	в связи с	5	1
34	со всеми другими	1	1
35	на этот путь	1	1
36	в значительной степени	1	1
37	возвращает нас к	1	1
38	вместе с тем	1	1
39	для того чтобы	6	1
40	по существу это	1	1
41	же время в	1	1
42	в другом месте	2	1
43	две стороны одного	1	1
44	в ней есть	1	1
45	как бы в	2	1
46	но уже и	1	1
47	о том как	2	1
48	на самом деле	4	1
49	в свою очередь	1	1
50	но это не	1	1
51	в конечном счете	1	1
52	он и не	1	1
53	между тем как	1	1
54	в процессе своего	1	1
55	ничего общего с	1	1
56	друг от друга	1	1
57	но и с	1	1
58	и только в	1	1
