N	4gram	Voloshinov_1	Dialekti
1	в то же время	3	4
2	это значит что в	1	2
3	с точки зрения самого	1	2
4	одна и та же	1	2
5	ничего не имеет общего	1	1
6	до сих пор не	1	1
7	наука до сих пор	1	1
8	с их точки зрения	1	1
9	лишь с точки зрения	2	1
10	лежащая в ее основе	1	1
11	одной и той же	2	1
12	можно сказать что почти	1	1
13	сказать что почти все	1	1
14	на самом же деле	2	1
15	в связи с этим	3	1
16	но в то же	2	1
17	различие внутреннего и внешнего	1	1
18	отчет в том что	1	1
19	если бы они были	1	1
20	не понимают и не	1	1
