1	не только в	2	5
2	на протяжении всего	1	5
3	но и в	4	4
4	до сих пор	2	4
5	не может быть	17	4
6	о том что	1	3
7	нужно сказать что	1	3
8	по сравнению с	1	2
9	в своей книге	1	2
10	в значительной степени	1	2
11	имеем в виду	1	2
12	во всяком случае	1	2
13	о мире в	1	2
14	в себе и	1	2
15	потому что в	3	1
16	и та же	1	1
17	не только от	1	1
18	в жизни так	1	1
19	но он не	2	1
20	не могут быть	2	1
21	но не было	1	1
22	и то чего	1	1
23	событие в жизни	1	1
24	на так называемый	1	1
25	одна и та	1	1
26	то есть во	1	1
27	была для него	1	1
28	отношение к свободе	1	1
29	к нему все	2	1
30	по отношению к	2	1
31	мы имеем в	1	1
32	все более и	1	1
33	прежде всего в	2	1
34	но не только	1	1
35	в том что	1	1
36	есть то что	1	1
37	но также и	1	1
38	в своих философских	1	1
39	в самой жизни	1	1
40	в конце концов	2	1
41	и не может	2	1
42	но не менее	1	1
43	это прежде всего	1	1
44	более и более	1	1
45	выходит за пределы	1	1
46	в нем есть	1	1
47	в себе в	1	1
48	как и всякая	1	1
49	даже и в	1	1
50	и в самой	1	1
51	еще до конца	1	1
52	для того чтобы	2	1
53	в наше время	1	1
