N	3gram	Berdyaev_O_1	Myshleni
1	в том что	1	19
2	по сравнению с	1	14
3	для того чтобы	3	8
4	от того что	1	6
5	друг с другом	1	5
6	в самом начале	1	4
7	в силу чего	1	4
8	на то что	1	4
9	друг к другу	1	3
10	в этом отношении	1	3
11	и не может	1	2
12	и то что	1	2
13	с тем что	2	2
14	вместо того чтобы	1	2
15	не могут быть	2	2
16	не может быть	2	2
17	но вопрос о	1	1
18	сам по себе	1	1
19	сказать что они	2	1
20	о том как	1	1
21	он должен был	1	1
22	в силе и	1	1
23	и в этом	2	1
24	в совершенно ином	1	1
25	как и в	1	1
26	потому что в	1	1
27	свое учение о	1	1
28	в этот период	1	1
29	как бы в	1	1
30	том что в	1	1
31	то что в	1	1
32	в самом деле	1	1
33	после того как	1	1
34	смысле этого слова	1	1
35	этой и в	1	1
36	и все же	1	1
37	стоящего над ними	1	1
38	бы он ни	1	1
39	как и все	2	1
40	самой мысли он	1	1
41	он никогда не	1	1
42	как это часто	1	1
