N	3gram	Voloshinov_1	RusskieA
1	в том что	4	15
2	том что в	1	6
3	о том что	1	4
4	в настоящее время	2	3
5	с точки зрения	2	3
6	тем не менее	3	3
7	но тем не	2	2
8	может быть и	3	2
9	друг к другу	1	2
10	в свою очередь	1	2
11	но все же	1	2
12	все же не	1	2
13	в какой степени	2	2
14	подобно тому как	1	1
15	и так называемый	1	1
16	деле это не	1	1
17	так как в	1	1
18	мы увидим что	1	1
19	и в этом	1	1
20	как и в	1	1
21	можно сказать что	5	1
22	говорит о том	1	1
23	в противном случае	1	1
24	или может быть	1	1
25	так же как	1	1
26	ничего общего с	1	1
27	и та же	1	1
28	в окно и	1	1
29	в то время	1	1
30	можно было бы	1	1
31	на самом деле	2	1
32	по отношению к	11	1
33	и в своем	1	1
34	как мы уже	1	1
35	на самом же	1	1
36	во всяком случае	1	1
37	в этом отношении	1	1
38	приблизимся к пониманию	1	1
39	что мы имеем	1	1
40	между тем это	1	1
41	для нас не	1	1
42	же как и	1	1
43	одна и та	1	1
44	самом же деле	1	1
45	о том кто	1	1
46	что не только	1	1
47	в своем значении	1	1
48	тем это не	1	1
49	в данном случае	2	1
50	независимо от него	1	1
