N	4gram	Medvedev_F_3	Problemy
1	в то же время	7	5
2	и не может быть	3	5
3	мы имеем в виду	1	3
4	в том числе и	1	3
5	нет и не может	2	2
6	в одной плоскости с	1	1
7	в значительной степени определяется	1	1
8	и в то же	2	1
9	в собственном смысле слова	1	1
10	с точки зрения его	3	1
11	по мере того как	1	1
12	моментом которого оно является	1	1
13	с другой стороны и	1	1
14	которые сами по себе	1	1
15	на самом же деле	2	1
16	сами по себе лишены	1	1
17	мы уже указывали на	1	1
18	нужно иметь в виду	1	1
19	с точки зрения своей	1	1
20	дело в том что	1	1
21	иметь в виду что	1	1
22	одним и тем же	2	1
23	не забывает своего пути	1	1
24	увидеть и показать такие	1	1
