N	4gram	Potebnia_M_1	Myshleni
1	заключается в том что	1	4
2	об отношении мысли к	1	4
3	отношении мысли к слову	1	4
4	все более и более	2	2
5	одной и той же	3	2
6	указывает на то что	1	2
7	с одной стороны и	1	1
8	с другой стороны от	1	1
9	в то же время	3	1
10	одном и том же	2	1
11	в том виде в	1	1
12	то же время не	1	1
13	или по крайней мере	1	1
14	но и потому что	1	1
15	в одном и том	2	1
16	точно так же как	1	1
17	с этой точки зрения	1	1
18	между словом и мыслью	1	1
19	но тем не менее	3	1
20	но в некотором смысле	1	1
21	и в этом отношении	1	1
22	виде в каком их	1	1
23	место только тогда когда	1	1
24	том виде в каком	1	1
25	дело в том что	2	1
26	с психологической точки зрения	1	1
27	и в отношении ее	1	1
