N	4gram	Vinokur_Ku_2	Myslijsy
1	в то же время	3	5
2	только в том что	1	2
3	потому что он не	1	2
4	одной и той же	1	2
5	и в том что	1	2
6	в том что и	1	1
7	то тем самым мы	2	1
8	заключается в том что	1	1
9	и т д не	1	1
10	не говоря уже о	2	1
11	не только в том	1	1
12	в то время как	1	1
13	не в том чтобы	1	1
14	и в самом деле	2	1
15	до сих пор еще	1	1
16	что само по себе	1	1
17	от присоединения к ним	1	1
18	только в том случае	1	1
19	самом смысле в каком	1	1
20	не сам по себе	1	1
21	зависит не только от	1	1
22	том самом смысле в	1	1
23	то же что в	1	1
24	в том самом смысле	1	1
