N	3gram	Bakhtin_Fr_8	Myshleni
1	с точки зрения	2	18
2	для того чтобы	2	15
3	в том что	6	15
4	с другой стороны	2	9
5	речи и мышления	1	9
6	с самого начала	1	8
7	с одной стороны	2	8
8	по отношению к	1	7
9	заключается в том	1	6
10	о том что	2	6
11	в другом месте	3	6
12	по сравнению с	1	5
13	в то время	2	5
14	вместе с тем	1	5
15	не может быть	2	5
16	друг с другом	1	4
17	можно сказать что	2	4
18	до сих пор	8	4
19	в этом отношении	1	4
20	таким образом что	1	3
21	видим таким образом	1	3
22	то же самое	1	3
23	можно было бы	1	3
24	и в отношении	1	3
25	мы видим таким	1	3
26	прежде всего в	1	2
27	в то же	10	2
28	и в частности	1	2
29	того чтобы показать	1	2
30	таким образом и	3	2
31	а с другой	1	2
32	между этими двумя	1	2
33	речь идет о	1	2
34	вместо того чтобы	1	2
35	на вопрос о	1	2
36	на две части	2	2
37	в приложении к	1	2
38	в самом деле	1	2
39	то же время	10	2
40	в известном смысле	1	2
41	в данном случае	2	2
42	мы не можем	1	1
43	если можно так	1	1
44	к анализу другого	1	1
45	в чем же	1	1
46	с тем чтобы	1	1
47	что даже в	1	1
48	в ту же	1	1
49	большей или меньшей	3	1
50	друг к другу	1	1
51	в одном и	1	1
52	а следовательно и	1	1
53	совершенно иначе чем	1	1
54	и все остальные	1	1
55	и в то	5	1
56	мы видели что	3	1
57	как и в	4	1
58	бы сравнить с	1	1
59	не только не	2	1
60	явлений с другой	1	1
61	и при этом	1	1
62	и что она	1	1
63	то что обычно	1	1
64	в неразрывное единство	1	1
65	не мог не	1	1
66	можно так выразиться	1	1
67	в этом смысле	1	1
68	же время не	1	1
69	и в этом	1	1
70	о себе и	1	1
71	смысле слова но	1	1
72	что между этими	1	1
73	когда он в	1	1
74	и как бы	1	1
75	как впрочем и	1	1
76	которой не было	1	1
77	состоит в том	1	1
78	как и сама	1	1
79	на самом деле	1	1
80	ограничимся одним примером	1	1
81	и то что	1	1
82	ключ к пониманию	1	1
83	в отличие от	1	1
84	от них и	1	1
85	как мы уже	2	1
86	если бы мы	1	1
87	в том числе	3	1
88	той или иной	1	1
89	и до конца	4	1
90	только то что	1	1
91	до наших дней	1	1
92	и вместе с	1	1
93	речь шла о	1	1
94	в результате этого	1	1
95	и до наших	1	1
96	но и в	1	1
97	том числе и	2	1
98	дело в том	2	1
99	было бы сравнить	1	1
100	потому что в	1	1
101	в сущности это	1	1
102	и не быть	1	1
103	автора и его	1	1
104	потому что они	1	1
105	одной стороны и	1	1
