N	4gram	Vygotskiy__4	Dialekti
1	не что иное как	1	6
2	в то время как	1	4
3	одно и то же	6	2
4	уже по одному тому	1	2
5	по одному тому что	1	2
6	с этой точки зрения	4	2
7	не говоря уже о	1	2
8	с одной стороны и	2	1
9	не чем иным как	1	1
10	в такой же мере	1	1
11	внимание на то что	1	1
12	одной и той же	4	1
13	в том смысле что	1	1
14	не содержит в себе	1	1
15	и не только не	1	1
16	так же как и	4	1
17	бы то ни было	1	1
18	что в основе их	2	1
19	что с точки зрения	1	1
20	обратил внимание на то	1	1
21	в самом деле если	1	1
22	одна и та же	1	1
23	в том что в	1	1
