N	3gram	Tiupa_Lite_2	slovoVRo
1	и т п	2	33
2	не может быть	7	15
3	в отличие от	1	12
4	в этом случае	2	6
5	с одной стороны	6	5
6	той или иной	1	5
7	то же время	9	4
8	в том что	5	4
9	по отношению к	3	4
10	в то же	9	4
11	в этом отношении	3	3
12	себя в них	1	3
13	с точки зрения	3	3
14	одной стороны и	1	3
15	и в сущности	1	2
16	у него нет	1	2
17	своего и чужого	1	2
18	для того чтобы	1	2
19	и наконец в	1	2
20	не могут быть	1	2
21	не только и	1	2
22	в свою очередь	1	2
23	мы не можем	1	1
24	а в том	1	1
25	такого героя и	1	1
26	о том что	2	1
27	и не столько	1	1
28	том что в	1	1
29	в том числе	2	1
30	в области поэтики	1	1
31	и в то	1	1
32	только и не	1	1
33	не только не	1	1
34	не только как	1	1
35	в нашем случае	1	1
36	с другой стороны	4	1
37	не менее чем	1	1
38	в целом ряде	1	1
39	это и не	1	1
40	в пределах самого	1	1
41	что он не	1	1
42	и в пределах	1	1
43	в частности в	1	1
44	для этого необходимо	1	1
45	и не может	1	1
46	вместе с ним	1	1
47	как мы видели	1	1
48	а не с	1	1
49	в последнем случае	1	1
50	все то что	1	1
51	а во второй	1	1
52	речь идет о	3	1
53	человека в этом	1	1
54	так и от	1	1
55	даже и не	1	1
56	и притом в	1	1
57	т п это	1	1
58	что не может	1	1
59	жизни и в	1	1
60	том числе и	1	1
61	тех или иных	1	1
62	в соединении с	1	1
63	во всех этих	1	1
64	тем не менее	2	1
65	обстоит дело и	1	1
