N	3gram	Tiupa_Narr_2	FransuaR
1	в то же	3	9
2	то же время	3	9
3	то есть в	1	4
4	на этом свете	1	3
5	так и в	1	3
6	все то что	2	3
7	в том что	8	3
8	с точки зрения	2	3
9	по отношению к	5	2
10	более или менее	1	2
11	в этом отношении	3	2
12	в большинстве случаев	1	2
13	что у него	1	2
14	это прежде всего	1	2
15	можно было бы	1	2
16	в чем же	1	1
17	о том что	4	1
18	не знает и	1	1
19	и тем самым	2	1
20	том или ином	1	1
21	с таким же	1	1
22	а также в	1	1
23	а также и	1	1
24	пространство и время	1	1
25	он может и	1	1
26	и многих других	1	1
27	в этом смысле	1	1
28	тем более что	1	1
29	в этом процессе	1	1
30	включают в себя	1	1
31	здесь не в	1	1
32	оно и не	1	1
33	на самом деле	2	1
34	нет никаких оснований	1	1
35	в лице своих	1	1
36	не что иное	1	1
37	не только в	6	1
38	по своей природе	2	1
39	что я не	1	1
40	на котором он	1	1
41	то что было	1	1
42	в связи с	1	1
43	что иное как	1	1
44	не может иметь	1	1
45	то же самое	1	1
46	и все его	1	1
47	в силу своей	1	1
48	есть не что	1	1
49	в том или	1	1
50	по аналогии с	1	1
51	в данном случае	6	1
52	и в другом	1	1
53	на том свете	2	1
54	на другой день	1	1
55	на этот вопрос	1	1
56	тогда как в	2	1
57	но и в	2	1
58	прошлое и будущее	1	1
59	во всяком случае	1	1
60	свидетельствует о том	1	1
61	кто видит в	1	1
62	к тому же	4	1
