1	заключается в том что	1	4
2	в том числе и	1	3
3	в том же роде	1	2
4	то же самое что	1	2
5	все более и более	2	1
6	и к тому чтобы	1	1
7	но на самом деле	1	1
8	один и тот же	2	1
9	мы старались показать что	1	1
10	друг к другу и	1	1
11	ответить на этот вопрос	1	1
12	состоящее в том что	1	1
13	даже в том случае	1	1
14	не может быть выведено	1	1
15	заметить что в сущности	1	1
16	только в том что	1	1
17	том случае если бы	1	1
18	по мере того как	4	1
19	в том смысле что	1	1
20	дело в том что	1	1
21	в том случае если	1	1
22	внешнее по отношению к	1	1
