N	3gram	Propp_Isto_2	Psycholo
1	в том что	5	9
2	и т д	18	8
3	на то что	2	8
4	не может быть	2	8
5	о том что	2	7
6	с одной стороны	3	5
7	с другой стороны	2	5
8	подобно тому как	3	5
9	в зависимости от	1	5
10	так же как	4	4
11	надо сказать что	1	3
12	одной и той	1	3
13	не в состоянии	1	3
14	точно так же	6	3
15	до сих пор	6	3
16	не только не	1	3
17	в отличие от	1	3
18	и той же	1	3
19	что у него	1	3
20	мы не можем	1	2
21	на самом деле	2	2
22	как одна из	1	2
23	по себе а	1	2
24	мы увидим что	3	2
25	мы видели что	1	2
26	по этому поводу	1	2
27	мы видим что	5	2
28	смысле этого слова	1	2
29	вместе с тем	5	2
30	тем не менее	1	2
31	несмотря на то	1	2
32	потому что он	2	2
33	в себя и	1	1
34	что мы имеем	1	1
35	можно найти в	1	1
36	если мы не	1	1
37	но это только	1	1
38	другой стороны в	1	1
39	так как в	2	1
40	это и есть	1	1
41	что при этом	1	1
42	в это время	1	1
43	том что он	1	1
44	так как это	1	1
45	а может быть	1	1
46	к тому же	2	1
47	отметить что этот	1	1
48	дело не в	2	1
49	как бы его	1	1
50	же значение как	1	1
51	по существу то	1	1
52	с самого начала	2	1
53	то что она	1	1
54	бросается в глаза	1	1
55	с этим и	1	1
56	и то же	1	1
57	не только у	1	1
58	же и в	1	1
59	и только после	2	1
60	но вместе с	1	1
61	вместить в себя	1	1
62	не что иное	2	1
63	в связи со	1	1
64	вместо того чтобы	2	1
65	так же и	3	1
66	т д все	1	1
67	не только в	4	1
68	как в результате	1	1
69	значение как и	1	1
70	мы обратимся к	1	1
71	но я не	1	1
72	на вопрос о	1	1
73	мы видим в	1	1
74	в связи с	4	1
75	в тех случаях	1	1
76	что иное как	2	1
77	на задний план	1	1
78	бы составить предмет	2	1
79	и вместе с	2	1
80	и для нас	1	1
81	в которой она	1	1
82	таким образом мы	1	1
83	что при помощи	1	1
84	объясняется то что	1	1
85	казалось бы что	1	1
86	но так как	1	1
87	то что он	1	1
88	совершенно ясно показывает	1	1
89	до конца и	1	1
90	образом мы видим	1	1
91	т д и	2	1
92	т д то	1	1
93	такое же значение	1	1
94	не то что	1	1
