N	4gram	Vygotskiy__3	Formalny
1	все более и более	1	2
2	в связи с этим	1	2
3	должно быть отнесено к	1	1
4	мы увидим дальше что	1	1
5	в зависимости от этого	2	1
6	в том числе и	1	1
7	эта связь может быть	1	1
8	как и все остальные	1	1
9	с точки зрения ее	1	1
10	с этой точки зрения	2	1
11	и в том что	1	1
12	какого бы то ни	1	1
13	вместе с тем это	1	1
14	это значит что каждый	1	1
15	с помощью этого метода	1	1
16	заключается в том чтобы	1	1
17	в целом все это	1	1
18	не выходит за пределы	1	1
19	бы то ни было	1	1
