N	3gram	Vinokur_St_2	Analitik
1	в том что	16	9
2	в то же	1	8
3	в том чтобы	1	7
4	то же время	1	6
5	в отличие от	2	6
6	по отношению к	1	5
7	к тому же	2	4
8	с точки зрения	2	4
9	о том что	11	3
10	в том числе	1	3
11	бы то ни	2	3
12	для того чтобы	5	3
13	и т п	3	3
14	то ни было	2	3
15	не в том	2	3
16	с легкой руки	1	2
17	с другой стороны	3	2
18	мере в какой	2	2
19	в той мере	2	2
20	той мере в	2	2
21	в этом отношении	9	2
22	в самом деле	2	2
23	именно в этом	1	2
24	в свое время	1	2
25	сами по себе	2	2
26	том что он	5	2
27	в данном случае	1	2
28	не следует однако	1	1
29	во всяком случае	3	1
30	он не должен	1	1
31	в том же	2	1
32	такое отношение к	1	1
33	сам по себе	1	1
34	а затем уже	1	1
35	одни и те	1	1
36	вне всякого сомнения	2	1
37	обращает на себя	3	1
38	в самом тексте	2	1
39	да и в	1	1
40	в какой он	1	1
41	и то же	1	1
42	до сих пор	5	1
43	дело не в	1	1
44	в той же	1	1
45	в этом смысле	1	1
46	к тому что	5	1
47	или лучше сказать	2	1
48	только в его	1	1
49	и те же	1	1
50	и эти два	1	1
51	более или менее	2	1
52	на себя внимание	2	1
53	в свою очередь	1	1
54	произведение не только	1	1
55	говоря уже о	1	1
56	а в начале	1	1
57	на вопрос о	1	1
58	между тем в	1	1
59	в связи с	1	1
60	и вместе с	1	1
61	в известном смысле	1	1
62	оно не является	1	1
63	его выражению не	1	1
64	в зависимости от	1	1
65	не столько в	2	1
66	сколько в том	1	1
67	в сущности говоря	1	1
68	не говоря уже	1	1
69	по возвращении в	1	1
70	виде в каком	1	1
71	вместе с тем	5	1
72	что же касается	1	1
73	я не могу	1	1
74	ставит себе целью	1	1
75	и на все	1	1
76	уже потому что	1	1
77	истинный смысл этого	1	1
78	по его выражению	1	1
79	одно и то	1	1
