1	в том что	1	11
2	в отличие от	3	5
3	в то же	6	5
4	то же время	6	5
5	в связи с	4	4
6	в данном случае	2	4
7	прежде всего в	1	3
8	он и сам	1	3
9	и прежде всего	3	3
10	в том же	2	3
11	в этом отношении	2	2
12	дело в том	1	2
13	с точки зрения	1	2
14	и культуры в	1	2
15	во всяком случае	1	2
16	по отношению к	2	2
17	не менее важным	1	2
18	все же в	1	2
19	подобно тому как	1	2
20	о том что	2	2
21	и в частности	1	1
22	в том числе	3	1
23	по ту сторону	1	1
24	в целом как	1	1
25	xx века в	1	1
26	был по преимуществу	1	1
27	для этой цели	1	1
28	в xix веке	1	1
29	а также и	3	1
30	то ни было	1	1
31	не нуждается в	1	1
32	и тем же	1	1
33	и во всей	2	1
34	с самого начала	1	1
35	другое гораздо более	1	1
36	однако и здесь	1	1
37	этой книге с	1	1
38	какой бы то	1	1
39	обнаруживает в своем	1	1
40	имеется в виду	1	1
41	в значительной степени	2	1
42	можно было бы	2	1
43	как раз и	1	1
44	такова же и	1	1
45	для этого он	1	1
46	к этой книге	1	1
47	может быть названа	1	1
48	не может быть	2	1
49	войне и мире	1	1
50	одно из них	1	1
51	в сущности только	3	1
52	ему же принадлежит	1	1
53	на самом деле	3	1
54	на одном из	1	1
55	в свою очередь	1	1
56	но все же	1	1
57	на том что	1	1
58	еще и в	1	1
59	в xviii веке	3	1
60	в другом месте	1	1
61	бы то ни	1	1
62	с другой стороны	1	1
63	между тем как	1	1
64	не подлежит сомнению	1	1
65	но в то	4	1
66	же время не	1	1
67	в культуре и	1	1
68	тех или иных	1	1
69	и в этом	1	1
70	как мы знаем	1	1
71	только то что	1	1
72	до сих пор	4	1
73	одним и тем	1	1
