N	3gram	Tiupa_Lite_2	Narrotol
1	в данном случае	3	8
2	в том что	5	5
3	в то же	9	4
4	то же время	9	4
5	той или иной	1	4
6	в соответствии с	1	4
7	не может быть	7	4
8	подобно тому как	2	3
9	по отношению к	3	3
10	для того чтобы	1	3
11	тем не менее	2	3
12	речь идет о	3	3
13	в этом отношении	3	3
14	о том что	2	2
15	мы имеем дело	1	2
16	имеем дело с	1	2
17	в отличие от	1	2
18	то же самое	1	2
19	и то же	2	2
20	состоит в том	4	2
21	в равной степени	2	2
22	присутствия в мире	2	2
23	своего и чужого	1	2
24	в свою очередь	1	2
25	одно и то	2	2
26	в своего рода	1	2
27	это могло бы	1	1
28	мы не можем	1	1
29	с одной стороны	6	1
30	по сути своей	1	1
31	бы то ни	1	1
32	в самом начале	1	1
33	в не меньшей	1	1
34	сказать и о	1	1
35	в новой должности	1	1
36	в области поэтики	1	1
37	и в то	1	1
38	из того что	1	1
39	с точки зрения	3	1
40	человеческого присутствия в	1	1
41	в хх веке	4	1
42	в нашем случае	1	1
43	при всей своей	2	1
44	у него нет	1	1
45	имея в виду	1	1
46	как и само	1	1
47	то ни было	1	1
48	а с другой	1	1
49	к тому что	1	1
50	случае следует вести	1	1
51	едва ли не	4	1
52	в частности в	1	1
53	и не может	1	1
54	на самом деле	1	1
55	еще при жизни	1	1
56	и то что	1	1
57	оказывается всего лишь	1	1
58	но и не	1	1
59	не мог бы	1	1
60	не меньшей степени	1	1
61	во внутренний мир	1	1
62	а во второй	1	1
63	он не может	1	1
64	в том числе	2	1
65	то в его	1	1
66	в русской литературе	2	1
67	в первый раз	2	1
68	в конечном счете	5	1
69	только то что	1	1
70	еще в году	2	1
71	я в мире	1	1
72	от первого лица	1	1
73	как мы видели	1	1
74	при этом однако	1	1
75	в сущности говоря	1	1
76	том числе и	1	1
77	первого лица в	1	1
78	каждый из нас	1	1
79	в тексте не	1	1
80	с другой стороны	4	1
81	в принципе не	2	1
82	до сего времени	1	1
83	и второго лица	1	1
84	первого и второго	1	1
85	в е годы	2	1
86	здесь состоит в	1	1
87	при этом у	1	1
88	в исторической жизни	1	1
89	из которых он	1	1
90	а за ними	1	1
91	по крайней мере	2	1
