N	3gram	Bakhtin_Fr_7	Analitik
1	в том что	3	9
2	в то же	9	8
3	то же время	9	6
4	по отношению к	2	5
5	что иное как	1	5
6	и не в	1	4
7	к тому же	1	4
8	не что иное	1	4
9	с точки зрения	3	4
10	о том что	1	3
11	в том числе	4	3
12	том или ином	1	3
13	есть не что	1	3
14	но в то	3	2
15	в силу своей	1	2
16	в том или	1	2
17	вместе с ним	1	2
18	в этом отношении	2	2
19	то же самое	1	2
20	в свое время	2	2
21	но и в	1	2
22	в отрыве от	2	2
23	в том и	1	2
24	в первом случае	1	2
25	в данном случае	1	2
26	и в сущности	1	1
27	во всяком случае	1	1
28	оно ни было	2	1
29	в том же	1	1
30	и тем самым	1	1
31	тем самым и	1	1
32	сам по себе	1	1
33	не в состоянии	1	1
34	в частности к	1	1
35	говорить не приходится	1	1
36	как и в	2	1
37	дело не с	1	1
38	здесь как и	1	1
39	как и его	1	1
40	отношения к самому	1	1
41	в той же	1	1
42	в этом смысле	1	1
43	же время они	1	1
44	в себе в	1	1
45	в себе все	2	1
46	оно и не	1	1
47	на самом же	1	1
48	более или менее	2	1
49	не только в	1	1
50	бы оно ни	2	1
51	в свою очередь	3	1
52	мы имеем в	2	1
53	в связи с	1	1
54	содержат в себе	1	1
55	прежде всего в	4	1
56	с ним как	1	1
57	и в самом	1	1
58	по аналогии с	1	1
59	в новом свете	1	1
60	а скорее в	1	1
61	самом же деле	1	1
62	из настоящего в	1	1
63	по своей природе	1	1
64	имеем в виду	2	1
65	как и во	1	1
66	том числе и	2	1
67	выходит за пределы	1	1
68	о том как	2	1
69	имеет дело с	1	1
