N	4gram	Tiupa_Narr_1	Myshleni
1	все основные свойства жизни	1	1
2	такой продукт анализа который	1	1
3	всеми основными свойствами присущими	1	1
4	свойствами присущими целому и	1	1
5	который является далее неразложимыми	1	1
6	продукт анализа который в	1	1
7	анализа который в отличие	1	1
8	в том числе и	4	1
9	единое целое на единицы	1	1
10	подразумеваем такой продукт анализа	1	1
11	и с точки зрения	1	1
12	и в то же	1	1
13	в то же время	3	1
14	состоит в том чтобы	1	1
15	в том чтобы определить	1	1
16	обладает всеми основными свойствами	1	1
17	анализ расчленяющий сложное единое	1	1
18	далее неразложимыми живыми частями	1	1
19	живыми частями этого единства	1	1
20	присущими целому и который	1	1
21	элементов обладает всеми основными	1	1
22	присущие живому организму является	1	1
23	и до наших дней	1	1
24	основными свойствами присущими целому	1	1
25	расчленяющий сложное единое целое	1	1
26	точно так же как	2	1
27	является настоящей единицей биологического	1	1
28	с этой точки зрения	1	1
29	сложное единое целое на	1	1
30	всего в том что	1	1
31	прежде всего в том	1	1
32	сохраняющая все основные свойства	1	1
33	жизни присущие живому организму	1	1
34	мы подразумеваем такой продукт	1	1
35	и который является далее	1	1
36	является далее неразложимыми живыми	1	1
37	в отличие от элементов	1	1
38	организму является настоящей единицей	1	1
39	в том что он	1	1
40	целому и который является	1	1
41	в том что в	1	1
42	от элементов обладает всеми	1	1
43	живому организму является настоящей	1	1
44	дело в том что	1	1
45	живая клетка сохраняющая все	1	1
46	свойства жизни присущие живому	1	1
47	с одной стороны от	1	1
48	который в отличие от	1	1
49	неразложимыми живыми частями этого	1	1
50	настоящей единицей биологического анализа	1	1
51	основные свойства жизни присущие	1	1
52	отличие от элементов обладает	1	1
53	клетка сохраняющая все основные	1	1
