N	3gram	Ircho_Kome_2	FransuaR
1	в то же	3	10
2	то же время	3	10
3	до сих пор	2	8
4	в большинстве случаев	1	6
5	в том что	5	6
6	и в то	1	5
7	в том числе	3	3
8	таким образом и	1	3
9	в той же	2	3
10	в связи с	3	3
11	о том что	4	2
12	бы то ни	2	2
13	с одной стороны	2	2
14	для того чтобы	4	2
15	как мы видели	1	2
16	в то время	3	2
17	более или менее	1	2
18	том числе и	1	2
19	с точки зрения	1	2
20	с другой стороны	1	2
21	не может быть	1	2
22	в чем же	1	1
23	с самого начала	1	1
24	на протяжении всего	1	1
25	не похож на	1	1
26	в этом смысле	2	1
27	так и в	1	1
28	в самом начале	2	1
29	что это не	1	1
30	большинстве случаев не	1	1
31	он был благороден	1	1
32	по сравнению с	1	1
33	обстоит дело с	1	1
34	и самый характер	1	1
35	и не имеет	1	1
36	иначе чем это	1	1
37	своего времени а	1	1
38	то ни было	2	1
39	к тому же	10	1
40	протяжении всего средневековья	1	1
41	но там они	1	1
42	в частности в	2	1
43	это черты характерные	1	1
44	и с этой	2	1
45	и в современной	1	1
46	можно было бы	2	1
47	по отношению к	3	1
48	как мы знаем	1	1
49	в отличие от	2	1
50	речь идет о	2	1
51	у своего отца	1	1
52	вместо того чтобы	1	1
53	может быть таким	1	1
54	той или иной	1	1
55	и в самом	1	1
56	один из первых	1	1
57	так и более	1	1
58	в самом деле	1	1
59	после того как	2	1
60	речь шла о	1	1
61	друг с другом	2	1
62	это было в	1	1
63	и его современников	2	1
64	у него в	1	1
65	но и в	1	1
66	все это черты	1	1
67	потому что в	1	1
68	вместе с тем	4	1
69	но в их	1	1
70	во время этой	1	1
71	с современной ему	1	1
72	была найдена в	1	1
73	военные действия вокруг	1	1
