N	4gram	Losev_Vlad_1	Psycholo
1	до тех пор пока	1	2
2	о том что он	2	2
3	одной и той же	1	2
4	в то время как	1	2
5	привело к тому что	1	1
6	ни в каком случае	1	1
7	том что он не	1	1
8	в то же время	4	1
9	и вместе с тем	1	1
10	и привело к тому	1	1
11	из них не может	1	1
12	бы то ни было	1	1
13	свидетельствуют о том что	2	1
14	не что иное как	1	1
15	и что она всегда	1	1
16	а с другой стороны	1	1
17	дело в том что	4	1
18	и то обстоятельство что	2	1
19	если бы мы имели	1	1
20	заключается в том чтобы	1	1
