1	одна и та же	1	4
2	одно и то же	1	4
3	в том смысле что	1	3
4	в то же время	2	3
5	не что иное как	1	3
6	в то время как	2	3
7	есть не что иное	1	2
8	по крайней мере в	1	2
9	ни в каком случае	1	2
10	не нуждается ни в	1	1
11	все более и более	2	1
12	ни на что не	1	1
13	в каком случае не	1	1
14	так же как и	1	1
15	по самому существу своему	1	1
16	точно так же как	2	1
17	во что бы то	1	1
18	что бы то ни	1	1
19	с самого начала что	1	1
20	заключается в том что	7	1
21	во внимание что под	1	1
22	приводит к тому что	1	1
23	и т д с	1	1
24	в связи с этим	1	1
25	в жизни и в	1	1
26	в том что он	3	1
27	то это значит что	1	1
28	и т д мы	1	1
29	сам по себе так	1	1
30	в том что она	3	1
31	и может быть даже	1	1
32	бы то ни стало	1	1
33	до тех пор пока	1	1
34	которые не могут быть	1	1
