N	3gram	Medvedev_F_3	Vladivir
1	о том что	1	7
2	в том что	3	7
3	в то же	7	4
4	в этом смысле	2	4
5	на то что	1	4
6	то же время	7	4
7	дело в том	2	4
8	что же касается	1	4
9	в конце концов	2	3
10	с другой стороны	5	3
11	не может быть	14	3
12	и тот же	1	2
13	нужно прибавить что	1	2
14	и в то	2	2
15	один и тот	1	2
16	для того чтобы	4	2
17	на первый план	1	2
18	так как он	1	2
19	можно сказать что	1	2
20	не только в	1	2
21	тем не менее	2	2
22	во всяком случае	6	2
23	и т д	6	2
24	в этом же	1	1
25	с одной стороны	1	1
26	в том же	1	1
27	не потому что	1	1
28	так и в	2	1
29	так или иначе	1	1
30	в одной плоскости	3	1
31	одной и той	1	1
32	бы то ни	4	1
33	мы перешли к	1	1
34	до настоящего времени	1	1
35	и для всех	1	1
36	так и его	1	1
37	место в этом	1	1
38	и только в	1	1
39	а следовательно и	1	1
40	в это время	1	1
41	ни в каком	1	1
42	и как это	1	1
43	но и здесь	1	1
44	и никогда не	1	1
45	чего бы то	1	1
46	дело не в	2	1
47	он не был	1	1
48	случае не может	1	1
49	у них совершенно	1	1
50	к тому что	2	1
51	только то что	2	1
52	вовсе не есть	1	1
53	с тем что	1	1
54	раз он и	1	1
55	но в данном	1	1
56	и не может	4	1
57	в конце жизни	1	1
58	одной плоскости с	1	1
59	в россии и	1	1
60	не только не	2	1
61	в настоящее время	1	1
62	и той же	1	1
63	нет и не	2	1
64	но отнюдь не	1	1
65	на самом же	2	1
66	в этом отношении	3	1
67	что он был	1	1
68	в связи с	4	1
69	в самом деле	4	1
70	и вместе с	1	1
71	но и все	1	1
72	смысле этого слова	2	1
73	вместе с тем	3	1
74	нам кажется что	2	1
75	раз и навсегда	3	1
76	самом же деле	2	1
77	и в том	1	1
78	кроме того в	1	1
79	мы уже знаем	2	1
80	так и не	1	1
81	то мы можем	1	1
82	и в литературе	1	1
83	и что в	1	1
84	то ни было	4	1
85	в жизни и	1	1
