N	4gram	Vinokur_St_1	Vladivir
1	дело в том что	4	4
2	только в том случае	1	3
3	в том что в	2	3
4	не имеет ничего общего	2	2
5	что бы то ни	1	2
6	и в то же	1	2
7	имеет ничего общего с	2	2
8	во что бы то	1	2
9	бы то ни стало	1	2
10	в то же время	4	2
11	свидетельствует о том что	1	2
12	также и то что	1	2
13	в то время как	1	2
14	так или иначе но	1	1
15	до сих пор не	1	1
16	том смысле как мы	1	1
17	в этой области можно	1	1
18	и в данном случае	1	1
19	заключается в том что	2	1
20	на то что в	2	1
21	точно так же и	1	1
22	в том смысле как	1	1
23	в том что и	1	1
24	само собой разумеется что	1	1
25	только с точки зрения	1	1
26	в том что он	1	1
27	так же как и	1	1
28	тем не менее и	1	1
