N	3gram	Tiupa_Narr_2	Psycholo
1	в том что	8	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	2	10
5	и т п	2	8
6	не может быть	2	8
7	то же самое	1	6
8	до сих пор	1	5
9	на самом деле	2	5
10	в этом отношении	3	5
11	о том что	4	4
12	так же как	2	4
13	можно было бы	1	4
14	тем не менее	4	4
15	в данном случае	6	4
16	в том виде	1	3
17	точно так же	2	3
18	в то время	1	3
19	в конечном счете	3	3
20	подобно тому как	2	2
21	по сравнению с	1	2
22	той же самой	1	2
23	к тому что	3	2
24	этой точки зрения	1	2
25	того или иного	3	2
26	того и другого	1	2
27	и когда он	1	2
28	в то же	3	2
29	которая не может	1	2
30	то же время	3	2
31	и не может	2	2
32	тому или иному	1	2
33	то время как	1	2
34	на этот вопрос	1	2
35	не в том	1	2
36	состоит в том	4	2
37	во всяком случае	1	2
38	и что в	1	2
39	на него с	1	1
40	в чем же	1	1
41	с одной стороны	5	1
42	в данный момент	1	1
43	в таком случае	1	1
44	в этом смысле	1	1
45	здесь мы имеем	1	1
46	а с другой	1	1
47	с этой точки	1	1
48	не только не	2	1
49	читатель получает возможность	1	1
50	в противном случае	1	1
51	имеем дело с	2	1
52	а между тем	1	1
53	бесконечное число раз	1	1
54	в отличие от	5	1
55	и тем самым	2	1
56	не могли бы	1	1
57	что все эти	1	1
58	говорит о ней	1	1
59	и того же	1	1
60	ответ на этот	1	1
61	никак не может	1	1
62	едва ли не	1	1
63	и в других	1	1
64	можно сказать что	3	1
65	свидетельствует о том	1	1
66	мы никак не	1	1
67	в зависимости от	1	1
68	не зависит от	2	1
69	в том смысле	1	1
70	не что иное	1	1
71	более или менее	1	1
72	в основе своей	1	1
73	одного и того	1	1
74	с того что	1	1
75	из народной жизни	1	1
76	то что было	1	1
77	в связи с	1	1
78	что иное как	1	1
79	вместо того чтобы	1	1
80	и все его	1	1
81	есть не что	1	1
82	но при этом	3	1
83	по аналогии с	1	1
84	в том как	2	1
85	т п не	1	1
86	но и в	2	1
87	сам того не	1	1
88	не впадая в	1	1
89	к тому или	1	1
90	на то чтобы	2	1
91	было на самом	1	1
92	а не только	1	1
93	он сам того	1	1
94	ему казалось что	2	1
95	в противоречие с	1	1
