N	3gram	Nazirov_Vr_1	Myshleni
1	с точки зрения	2	18
2	в том что	2	15
3	с другой стороны	1	9
4	заключается в том	1	6
5	о том что	1	6
6	так же как	1	5
7	в то время	1	5
8	не может быть	2	5
9	в высшей степени	1	4
10	до сих пор	1	4
11	в этом отношении	1	4
12	на то что	1	3
13	во всяком случае	1	3
14	в свою очередь	1	3
15	в то же	4	2
16	на первый план	1	2
17	а с другой	1	2
18	шаг за шагом	1	2
19	независимо от того	1	2
20	и то же	1	2
21	речь идет о	1	2
22	одно и то	1	2
23	то же время	4	2
24	в известном смысле	1	2
25	есть все основания	1	2
26	по нашему убеждению	2	1
27	в том же	1	1
28	следует рассматривать в	1	1
29	или по крайней	1	1
30	а следовательно и	1	1
31	тем что как	1	1
32	и в то	1	1
33	не только не	1	1
34	но и как	1	1
35	в конце концов	1	1
36	всего то что	1	1
37	в его поведении	1	1
38	в этом смысле	1	1
39	тем более что	1	1
40	и в этом	1	1
41	едва ли не	1	1
42	с помощью которых	1	1
43	и не может	1	1
44	но и это	1	1
45	и то что	1	1
46	что к этому	1	1
47	но об этом	1	1
48	что в этой	1	1
49	к вопросу о	1	1
50	и никогда не	1	1
51	что у него	1	1
52	между тем это	1	1
53	в ответ на	1	1
54	точно так же	1	1
55	то что я	1	1
56	тем не менее	1	1
57	в соответствии с	1	1
58	как раз в	2	1
59	по крайней мере	1	1
60	не только как	1	1
