N	3gram	Tiupa_Vved_1	Problema
1	тем не менее	3	18
2	то же самое	1	9
3	на то что	1	8
4	в данном случае	6	8
5	содержит в себе	1	7
6	в таком случае	1	6
7	в этом смысле	1	6
8	то что мы	1	6
9	о том что	4	5
10	в том что	3	5
11	в то же	4	4
12	на самом деле	3	4
13	той или иной	2	4
14	в связи с	1	4
15	то есть в	1	4
16	и тем самым	2	3
17	сказать и о	1	3
18	можно сказать что	1	3
19	с другой стороны	1	3
20	вовсе еще не	1	3
21	именно то что	1	3
22	сами по себе	1	3
23	в настоящее время	1	3
24	то что он	1	3
25	более или менее	2	3
26	и если мы	1	3
27	во всяком случае	1	3
28	подобно тому как	2	2
29	о том как	1	2
30	что иное как	1	2
31	не о чем	1	2
32	мы увидим ниже	1	2
33	и в этом	1	2
34	и того же	1	2
35	в этом случае	1	2
36	не может быть	3	2
37	не что иное	1	2
38	можно было бы	2	2
39	одного и того	1	2
40	и в самом	1	2
41	в этих случаях	2	2
42	свидетельствует о том	1	2
43	как мы увидим	1	2
44	а не только	1	2
45	на этот раз	1	2
46	хотя и не	1	2
47	по крайней мере	1	2
48	во всей его	1	1
49	к такого рода	1	1
50	это все равно	1	1
51	не было и	1	1
52	из них не	1	1
53	тем самым в	1	1
54	может и должен	1	1
55	не только от	1	1
56	как раз его	1	1
57	и в то	1	1
58	как и в	2	1
59	при встрече с	1	1
60	до известной степени	1	1
61	дело не с	1	1
62	обычно имеет место	1	1
63	в жизни так	1	1
64	друг на друга	1	1
65	тем что они	1	1
66	к тому же	4	1
67	в том же	1	1
68	в этом последнем	1	1
69	ни о каких	1	1
70	но пока еще	1	1
71	ни одна из	1	1
72	начала и конца	1	1
73	на первый взгляд	1	1
74	это то что	1	1
75	и такого рода	1	1
76	себя не только	1	1
77	до поры до	1	1
78	что же было	1	1
79	мы при этом	1	1
80	не было бы	1	1
81	как будто бы	3	1
82	в основе своей	1	1
83	не только в	2	1
84	в этом отношении	4	1
85	в смысловом отношении	1	1
86	а не к	1	1
87	если бы он	1	1
88	в сущности говоря	1	1
89	тому или иному	1	1
90	к тому или	1	1
91	мы имеем дело	3	1
92	а что же	1	1
93	а не в	1	1
94	потому что она	1	1
95	той или другой	1	1
96	как мы видели	2	1
97	если бы мы	1	1
98	поры до времени	1	1
99	в том чтобы	2	1
