N	3gram	Kanaev_Sov_1	Analitik
1	не может быть	4	16
2	в том что	1	9
3	в то же	1	8
4	той или иной	1	6
5	то же время	1	6
6	в отличие от	2	6
7	по отношению к	1	5
8	что иное как	1	5
9	не что иное	1	4
10	в конечном счете	1	4
11	и не может	1	4
12	с точки зрения	5	4
13	с одной стороны	1	3
14	бы то ни	1	3
15	то ни было	1	3
16	есть не что	1	3
17	не в том	1	3
18	не могут быть	1	2
19	какой бы то	1	2
20	вместе с ним	1	2
21	в самом деле	1	2
22	то же самое	2	2
23	в свое время	1	2
24	сами по себе	1	2
25	и все же	1	2
26	в данном случае	1	2
27	и тот же	1	1
28	во всяком случае	2	1
29	все эти три	1	1
30	одни и те	1	1
31	одной и той	1	1
32	в том случае	1	1
33	друг с другом	2	1
34	ему принадлежит только	1	1
35	оно может быть	1	1
36	равно как и	1	1
37	до сих пор	1	1
38	в обратном порядке	1	1
39	в этом смысле	1	1
40	в себе в	1	1
41	один и тот	1	1
42	и та же	1	1
43	такой же мере	1	1
44	он может быть	1	1
45	по крайней мере	1	1
46	и те же	1	1
47	и той же	1	1
48	но отнюдь не	1	1
49	принципиально не может	1	1
50	в свою очередь	2	1
51	не подлежит никакому	1	1
52	в связи с	1	1
53	конечном счете только	1	1
54	в известном смысле	1	1
55	ничто не может	1	1
56	в зависимости от	4	1
57	в такой же	1	1
58	по аналогии с	1	1
59	одна и та	1	1
60	может иметь место	1	1
61	как и во	1	1
62	еще аристотелем и	1	1
