N	3gram	Vinokur_St_2	RusskieA
1	в том что	16	15
2	и т д	6	9
3	том что в	2	6
4	вместе с тем	5	6
5	в этом случае	1	5
6	о том что	11	4
7	к тому что	5	4
8	в связи с	1	4
9	в настоящее время	1	3
10	как и другие	1	3
11	с точки зрения	2	3
12	тем не менее	2	3
13	в это время	2	2
14	не только по	2	2
15	к выводу что	1	2
16	что в этом	1	2
17	друг к другу	1	2
18	до того как	3	2
19	по этому поводу	2	2
20	в советское время	1	2
21	в свою очередь	1	2
22	но все же	2	2
23	после того как	4	2
24	всяком случае не	2	1
25	в одном из	3	1
26	связи с русской	1	1
27	но и по	1	1
28	вопрос о том	3	1
29	во второй половине	1	1
30	точно так же	1	1
31	обращает на себя	3	1
32	идет не о	1	1
33	и в этом	2	1
34	и в том	1	1
35	сомнений в том	1	1
36	говорит о том	1	1
37	ни в одном	2	1
38	т е в	1	1
39	и т п	3	1
40	одни и те	1	1
41	на то что	2	1
42	иметь в виду	3	1
43	была вместе с	1	1
44	можно судить по	1	1
45	так же как	3	1
46	ничего общего с	1	1
47	с тем что	2	1
48	имеет ничего общего	1	1
49	в то время	1	1
50	на самом деле	1	1
51	по отношению к	1	1
52	об этом можно	1	1
53	на себя внимание	2	1
54	но вместе с	1	1
55	в отличие от	2	1
56	мог служить и	1	1
57	и что следовательно	1	1
58	и теперь еще	1	1
59	только потому что	2	1
60	во всяком случае	3	1
61	в этом отношении	9	1
62	не до конца	2	1
63	как мы видели	1	1
64	в виду что	1	1
65	о том кто	1	1
66	еще до того	2	1
67	своих предков в	1	1
68	пытался доказать что	1	1
69	на этот вопрос	1	1
70	и те же	1	1
71	не имеет ничего	1	1
72	потому что они	1	1
73	в данном случае	1	1
