N	3gram	Bakhtin_Pr_3	EvropaiC
1	в том что	1	16
2	до сих пор	1	12
3	по отношению к	5	10
4	друг с другом	2	9
5	с точки зрения	4	8
6	а между тем	3	7
7	на самом деле	10	7
8	на то что	1	7
9	для того чтобы	1	6
10	в самом деле	3	5
11	о том что	2	4
12	в конце концов	3	4
13	с другой стороны	3	4
14	может быть и	1	4
15	к тому же	2	4
16	в этом случае	2	4
17	тем не менее	2	4
18	не может быть	6	4
19	в том же	1	3
20	и того же	1	3
21	и то что	1	3
22	одного и того	1	3
23	в данном случае	1	3
24	в то же	12	2
25	бы то ни	4	2
26	рано или поздно	1	2
27	именно потому что	2	2
28	как и в	1	2
29	и в том	1	2
30	заключает в себе	1	2
31	время от времени	2	2
32	то ни было	4	2
33	что же касается	1	2
34	друг к другу	1	2
35	между этими двумя	1	2
36	но все же	1	2
37	он не может	3	2
38	так и для	1	2
39	то же время	12	2
40	вместе с тем	2	2
41	в том и	1	2
42	как и все	2	2
43	у него с	1	2
44	во всяком случае	5	2
45	том что все	1	2
46	в свою очередь	1	2
47	несмотря на то	1	2
48	в высшей степени	3	1
49	с самого начала	8	1
50	во всех отношениях	1	1
51	из него все	1	1
52	благодаря тому что	1	1
53	и для самого	1	1
54	мы уже говорили	3	1
55	в один из	1	1
56	мы видели что	1	1
57	не только не	1	1
58	этот народ и	1	1
59	таким образом весь	1	1
60	как мы знаем	2	1
61	друг на друга	2	1
62	и в нем	3	1
63	а может быть	2	1
64	все это без	1	1
65	коснуться еще одной	1	1
66	из которых каждый	1	1
67	к тому что	1	1
68	к которому вы	1	1
69	том и в	1	1
70	и все это	3	1
71	в этом я	1	1
72	но и с	1	1
73	точки зрения на	1	1
74	до конца не	1	1
75	для этого необходимо	2	1
76	и не может	2	1
77	и с этой	1	1
78	и то же	1	1
79	и что все	2	1
80	за то что	1	1
81	сих пор еще	1	1
82	и в целом	1	1
83	что он сам	2	1
84	но при этом	1	1
85	а так как	1	1
86	не только с	1	1
87	всех тех кто	1	1
88	может быть не	1	1
89	все эти слова	1	1
90	по его мнению	1	1
91	из всех сил	1	1
92	если бы тот	1	1
93	с такою же	1	1
94	смысле этого слова	2	1
95	еще далеко не	2	1
96	как мы видели	2	1
97	как бы ни	1	1
98	что он может	1	1
99	в тот же	1	1
100	в его душе	1	1
101	все же все	1	1
102	в нем не	1	1
103	а не в	2	1
104	каждый из них	2	1
105	самого начала в	1	1
106	заключают в себе	1	1
107	одно и то	1	1
108	но для этого	1	1
109	что это действительно	1	1
110	и в другом	1	1
111	к одному из	1	1
112	в целом в	1	1
113	и в каждый	1	1
114	уже говорили что	2	1
115	именно с точки	1	1
116	хотя и не	1	1
117	по крайней мере	3	1
