N	3gram	Nazirov_Tr_1	Istorich
1	в том что	2	5
2	в этом случае	1	5
3	тем не менее	1	5
4	в связи с	1	3
5	в данном случае	2	3
6	о том что	2	2
7	в одном из	1	2
8	как и в	1	2
9	не только не	1	2
10	и то что	1	2
11	во всяком случае	1	2
12	но все же	2	2
13	точно так же	2	2
14	в чем же	1	1
15	с самого начала	1	1
16	до самой смерти	1	1
17	может быть в	1	1
18	момент ухода из	1	1
19	со своими товарищами	1	1
20	смысле этого слова	1	1
21	обстоит дело с	1	1
22	но не самому	1	1
23	вместе со своими	1	1
24	и здесь есть	1	1
25	и в быту	1	1
26	то и дело	1	1
27	связаны между собой	1	1
28	и вместе с	1	1
29	это и есть	1	1
30	это мы видим	1	1
31	все же не	1	1
32	друг друга и	1	1
33	после того как	1	1
34	но уже не	1	1
35	на мысль что	1	1
36	это может быть	1	1
37	не может быть	1	1
