N	2gram	Voloshinov_1	Problemy
1	и в	3	34
2	и не	1	29
3	в его	1	22
4	не может	4	19
5	и все	1	19
6	может быть	1	19
7	то же	1	14
8	для него	1	13
9	же время	1	12
10	но и	1	12
11	в то	1	12
12	не только	1	10
13	а не	1	9
14	точки зрения	1	8
15	и на	1	6
16	к тому	1	5
17	с другими	1	4
18	с точки	1	4
19	если бы	1	4
20	он в	1	4
21	достоевского и	2	3
22	не менее	1	3
23	бы в	1	3
24	нет и	1	3
25	в каждом	1	3
26	в ней	1	3
27	вполне понятно	1	2
28	один из	2	2
29	тому что	1	2
30	и должно	1	2
31	на нее	1	2
32	тех же	1	1
33	бы на	1	1
34	вопрос что	1	1
35	связи с	1	1
36	конечно и	1	1
37	в центре	2	1
38	первая часть	1	1
39	именно с	1	1
40	и больше	1	1
41	речь и	1	1
42	виноградова в	1	1
43	и заставляет	1	1
44	ни один	1	1
45	в особенности	1	1
46	на месте	1	1
47	несмотря на	1	1
48	больше ничего	1	1
49	событий и	1	1
50	бы чисто	1	1
51	себе все	1	1
52	может и	1	1
