N	4gram	Medvedev_F_2	Problemy
1	в то же время	5	5
2	но в то же	1	3
3	что он не есть	1	1
4	большей или меньшей степени	1	1
5	но тем не менее	1	1
6	в связи с теми	1	1
7	всего возникает вопрос о	1	1
8	и так или иначе	1	1
9	и не может быть	2	1
10	то что он не	1	1
11	и до настоящего времени	1	1
12	иметь в виду что	1	1
13	и т п в	1	1
14	занимает очень важное место	1	1
15	в том или ином	1	1
16	в большей или меньшей	1	1
17	остановимся прежде всего на	1	1
18	была бы совершенно иной	2	1
19	и до сих пор	1	1
20	прежде всего возникает вопрос	1	1
21	то же время не	1	1
22	как мы знаем в	1	1
