N	2gram	Medvedev_V_1	Istorich
1	и в	2	22
2	в этом	1	17
3	и не	1	12
4	в том	2	9
5	том что	2	8
6	к этому	1	7
7	так как	1	7
8	так в	1	6
9	то же	1	6
10	в частности	1	5
11	и его	1	4
12	только в	1	4
13	стоит на	1	3
14	для них	1	3
15	но это	1	3
16	потому что	1	3
17	далеко не	1	3
18	я не	1	3
19	не будем	1	3
20	в другом	1	2
21	даже не	1	2
22	все время	1	2
23	да и	1	2
24	уже известно	1	2
25	в которых	1	2
26	и то	1	2
27	главным образом	1	1
28	один пример	1	1
29	и стоит	1	1
30	совершенно ясно	1	1
31	за свою	1	1
32	и только	1	1
33	более чем	1	1
34	материалов и	1	1
35	хотя бы	1	1
36	ясно что	1	1
37	под влиянием	1	1
38	в книге	3	1
39	речи и	1	1
40	это далеко	1	1
41	столь же	1	1
42	все это	1	1
43	самом деле	1	1
44	то чего	1	1
45	имеется в	1	1
