N	3gram	Potebnia_M_2	FransuaR
1	в то же	2	6
2	то же время	2	6
3	до сих пор	4	4
4	не может быть	2	4
5	о том что	1	3
6	с одной стороны	3	3
7	и во всех	2	3
8	большей или меньшей	1	3
9	в большей или	1	3
10	с другой стороны	2	3
11	подобно тому как	4	2
12	по сравнению с	1	2
13	во всяком случае	7	2
14	но даже и	1	2
15	но все же	1	2
16	в собственном смысле	1	2
17	мы можем сказать	1	1
18	но самое это	1	1
19	большую или меньшую	1	1
20	и тот же	1	1
21	при этом что	1	1
22	не могут быть	3	1
23	из этих последних	1	1
24	так и в	2	1
25	одной и той	1	1
26	вряд ли можно	1	1
27	в большинстве случаев	1	1
28	мы знаем что	1	1
29	даже и в	1	1
30	не только от	1	1
31	и все остальные	2	1
32	может быть названо	2	1
33	как и в	1	1
34	один и тот	1	1
35	ближе всего к	1	1
36	после того как	2	1
37	для того чтобы	2	1
38	потому что в	1	1
39	при этом самый	1	1
40	путем то есть	1	1
41	на самом деле	2	1
42	мы видели что	1	1
43	в себе в	1	1
44	но не только	1	1
45	и связанное с	1	1
46	то есть именно	1	1
47	в том что	7	1
48	в этом случае	1	1
49	в том чтобы	1	1
50	и не может	1	1
51	в общем не	1	1
52	на то что	3	1
53	то есть не	3	1
54	таким образом в	2	1
55	и той же	1	1
56	одной стороны и	1	1
57	отличает ее от	1	1
58	но он есть	1	1
59	что касается до	1	1
60	только потому что	2	1
61	то что в	2	1
62	прежде всего на	1	1
63	только тогда когда	2	1
64	то есть к	1	1
65	не только на	1	1
66	в наше время	1	1
67	дело в том	1	1
68	то есть в	1	1
69	это как бы	1	1
70	связанное с ним	1	1
