N	3gram	Bakhtin_Fr_5	KulturaY
1	для того чтобы	6	15
2	в том что	6	15
3	с точки зрения	2	9
4	по отношению к	1	8
5	в самом деле	1	7
6	о том что	1	5
7	в этом отношении	5	5
8	хотя бы в	2	4
9	до сих пор	3	4
10	тем не менее	1	4
11	о том как	2	3
12	можно было бы	2	3
13	вместе с тем	1	3
14	в связи с	5	3
15	в свою очередь	1	3
16	не может быть	2	3
17	на самом деле	4	2
18	в то же	9	2
19	и того же	1	2
20	одного и того	1	2
21	то же время	9	2
22	и в самом	1	2
23	так и в	1	2
24	у нас есть	1	2
25	можно говорить о	2	1
26	они свидетельствуют о	1	1
27	так же как	4	1
28	на том же	1	1
29	в большинстве случаев	2	1
30	только тогда когда	1	1
31	в числе прочих	1	1
32	и не в	2	1
33	отношению к которому	1	1
34	в это время	1	1
35	и в то	1	1
36	в известной мере	2	1
37	нас в том	1	1
38	но и более	1	1
39	от того что	1	1
40	между тем как	1	1
41	но кроме того	1	1
42	что и в	1	1
43	не что иное	1	1
44	в особенности в	1	1
45	но вернемся к	2	1
46	но именно это	1	1
47	как раз то	2	1
48	ничего общего с	1	1
49	в строгом смысле	1	1
50	в отличие от	2	1
51	не могло не	2	1
52	следовательно вовсе не	1	1
53	и даже в	1	1
54	особенно важное значение	1	1
55	в этом обновленном	1	1
56	но и с	1	1
57	что иное как	1	1
58	после того как	1	1
59	и на самом	1	1
60	в стороне от	1	1
61	i гл iv	1	1
62	все то что	1	1
63	по своему содержанию	1	1
64	той или иной	1	1
65	по существу это	1	1
66	друг от друга	1	1
67	рядом с историей	1	1
68	этого слова но	1	1
69	но уже и	1	1
70	во всех этих	1	1
71	с представлением о	2	1
72	потому что она	2	1
73	и на все	1	1
74	свидетельствуют о том	1	1
75	потому что он	3	1
76	казалось бы не	1	1
77	только для того	1	1
78	и с точки	2	1
79	как раз и	1	1
80	того же явления	1	1
81	в наши времена	1	1
