N	3gram	Ircho_Kome_2	Problemy
1	с точки зрения	1	13
2	в этом смысле	2	10
3	в то же	3	9
4	то же время	3	9
5	по отношению к	3	8
6	в том что	5	6
7	не может быть	1	4
8	с другой стороны	1	3
9	и т п	2	3
10	само по себе	1	3
11	во всяком случае	2	3
12	в большинстве случаев	1	2
13	в той же	2	2
14	и в то	1	2
15	до сих пор	2	2
16	в целом ряде	1	2
17	можно было бы	2	2
18	не только в	1	2
19	в самом деле	1	2
20	но все же	1	2
21	бы то ни	2	2
22	нет и в	1	1
23	о том что	4	1
24	как таковой и	1	1
25	не укладывается ни	1	1
26	то время как	2	1
27	под определенным углом	1	1
28	друг с другом	2	1
29	точно так же	1	1
30	что это не	1	1
31	и во всяком	1	1
32	по сравнению с	1	1
33	могла бы быть	1	1
34	хоть и не	3	1
35	в один из	1	1
36	и на события	1	1
37	с самого начала	1	1
38	же становится в	1	1
39	ни в одном	1	1
40	таким образом и	1	1
41	и на западе	1	1
42	то ни было	2	1
43	отношения между ними	1	1
44	что и в	2	1
45	к тому что	2	1
46	укладывается ни в	1	1
47	независимо от того	2	1
48	в первом случае	1	1
49	так и в	1	1
50	ни в один	1	1
51	в то время	3	1
52	того или иного	1	1
53	их взаимоотношения в	1	1
54	же что и	1	1
55	не было бы	1	1
56	более или менее	1	1
57	как будто бы	1	1
58	то что в	1	1
59	но все эти	1	1
60	что в нем	1	1
61	в полной мере	1	1
62	как мы видели	1	1
63	у него в	1	1
64	что весь этот	1	1
65	для того чтобы	4	1
66	и от других	1	1
67	в свою очередь	1	1
