N	3gram	Voloshinov_1	KulturaY
1	в том что	1	10
2	можно было бы	1	9
3	с точки зрения	6	8
4	для того чтобы	1	8
5	в самом деле	2	7
6	по крайней мере	3	6
7	в этом смысле	3	5
8	во всяком случае	3	5
9	не может быть	3	4
10	уже не может	1	3
11	в этом отношении	1	3
12	в связи с	1	3
13	на самом деле	4	2
14	так же как	2	2
15	можно сказать что	3	2
16	этой точки зрения	1	2
17	в конечном счете	2	2
18	может быть только	1	2
19	вместе с тем	1	2
20	в свое время	1	2
21	мы знаем что	1	2
22	но даже и	1	2
23	с этой точки	1	2
24	о том что	2	1
25	на это мы	1	1
26	с самого начала	4	1
27	мы знаем его	1	1
28	связи с этим	1	1
29	связанных с ними	2	1
30	мы сталкиваемся с	1	1
31	в большинстве случаев	3	1
32	бы то ни	1	1
33	и то содержание	1	1
34	с одной стороны	1	1
35	по сравнению с	3	1
36	может быть это	3	1
37	в этом своем	1	1
38	на этом пути	1	1
39	что иное как	1	1
40	но так ли	1	1
41	свой смысл и	1	1
42	конечно не может	1	1
43	хотя и с	1	1
44	только для того	1	1
45	до сих пор	3	1
46	то ни было	1	1
47	том что мы	1	1
48	и прежде всего	1	1
49	в году в	1	1
50	пр и пр	2	1
51	и пр и	3	1
52	сих пор еще	1	1
53	как мы знаем	1	1
54	нет никаких оснований	2	1
55	в том смысле	1	1
56	не что иное	1	1
57	сказать что для	1	1
58	значение как бы	1	1
59	не могут быть	2	1
60	в каком отношении	1	1
61	в пределах своего	1	1
62	и говорить о	1	1
63	дело в том	1	1
64	не нуждается в	2	1
65	то что я	1	1
66	не следует что	1	1
67	в данном случае	1	1
68	по его мнению	1	1
