N	3gram	Bakhtin_fo_2	StatiiOP
1	и т д	3	21
2	в том что	3	17
3	о том что	1	11
4	для того чтобы	7	10
5	и т п	11	9
6	с точки зрения	8	8
7	до сих пор	2	7
8	в этом отношении	2	7
9	на самом деле	1	6
10	с другой стороны	1	6
11	в данном случае	1	6
12	в данном отношении	1	5
13	не может быть	1	5
14	в то же	4	4
15	то же время	4	4
16	что и в	1	4
17	не только в	5	4
18	но все же	1	3
19	и в этом	3	3
20	т п в	1	3
21	только в том	1	3
22	это не значит	1	3
23	во время чумы	1	2
24	было бы не	1	2
25	в том числе	3	2
26	с одной стороны	1	2
27	а также и	1	2
28	но в то	1	2
29	как и в	1	2
30	может быть и	2	2
31	тем более что	2	2
32	в этом случае	2	2
33	то что в	1	2
34	том числе и	2	2
35	неизвестно кем и	1	2
36	но и в	3	2
37	как и большинство	1	2
38	в то время	1	2
39	так что в	1	1
40	в том же	4	1
41	в самом действии	1	1
42	xiv в этом	1	1
43	в одном из	1	1
44	нечего и говорить	1	1
45	быть и речи	1	1
46	о том как	3	1
47	в так называемой	1	1
48	то что было	2	1
49	ни для кого	1	1
50	плоть от плоти	1	1
51	в другом месте	2	1
52	из того же	1	1
53	жизни и смерти	1	1
54	в конце концов	1	1
55	и в то	3	1
56	а вовсе не	1	1
57	на свой лад	1	1
58	к тому что	1	1
59	во всех этих	3	1
60	что он не	1	1
61	это и было	1	1
62	т п на	1	1
63	сих пор еще	1	1
64	вовсе не является	1	1
65	в котором он	1	1
66	во всех случаях	1	1
67	и речи об	1	1
68	сами по себе	2	1
69	той или иной	1	1
70	ни в чем	1	1
71	кость от кости	1	1
72	кем и неизвестно	1	1
73	как и во	1	1
74	того чтобы не	1	1
75	именно в том	1	1
76	не может не	1	1
77	как бы ни	1	1
78	то время как	1	1
79	друг от друга	2	1
80	широко распространены в	1	1
81	также и в	1	1
82	объясняется тем что	1	1
83	там где эта	1	1
84	и говорить о	1	1
85	в той или	1	1
86	их во всяком	1	1
87	никогда не было	1	1
88	том что он	1	1
89	она ни была	2	1
90	он не знает	1	1
91	это вовсе не	1	1
92	в основе этой	1	1
93	прежде всего необходимо	1	1
